area_name,area_code,date,new_cases,total_cases
Merton,E09000024,20/04/2020,13,645
Newham,E09000025,20/04/2020,9,924
Redbridge,E09000026,20/04/2020,17,684
Richmond upon Thames,E09000027,20/04/2020,6,369
Southwark,E09000028,20/04/2020,11,1163
Sutton,E09000029,20/04/2020,11,676
Tower Hamlets,E09000030,20/04/2020,12,605
Waltham Forest,E09000031,20/04/2020,15,731
Wandsworth,E09000032,20/04/2020,10,904
Westminster,E09000033,20/04/2020,4,590
Barking and Dagenham,E09000002,21/04/2020,14,484
Barnet,E09000003,21/04/2020,27,1182
Bexley,E09000004,21/04/2020,15,650
Brent,E09000005,21/04/2020,20,1320
Bromley,E09000006,21/04/2020,11,1012
Camden,E09000007,21/04/2020,6,551
Croydon,E09000008,21/04/2020,25,1342
Ealing,E09000009,21/04/2020,21,1034
Enfield,E09000010,21/04/2020,24,809
Greenwich,E09000011,21/04/2020,10,654
Hackney and City of London,E09000012,21/04/2020,5,625
Hammersmith and Fulham,E09000013,21/04/2020,19,532
Haringey,E09000014,21/04/2020,11,545
Harrow,E09000015,21/04/2020,29,887
Havering,E09000016,21/04/2020,10,652
Hillingdon,E09000017,21/04/2020,14,732
Hounslow,E09000018,21/04/2020,22,664
Islington,E09000019,21/04/2020,4,412
Kensington and Chelsea,E09000020,21/04/2020,6,441
Kingston upon Thames,E09000021,21/04/2020,16,471
Lambeth,E09000022,21/04/2020,13,1101
Lewisham,E09000023,21/04/2020,30,927
Merton,E09000024,21/04/2020,13,658
Newham,E09000025,21/04/2020,12,936
Redbridge,E09000026,21/04/2020,15,699
Richmond upon Thames,E09000027,21/04/2020,10,379
Southwark,E09000028,21/04/2020,17,1180
Sutton,E09000029,21/04/2020,17,693
Tower Hamlets,E09000030,21/04/2020,10,615
Waltham Forest,E09000031,21/04/2020,8,739
Wandsworth,E09000032,21/04/2020,9,913
Westminster,E09000033,21/04/2020,3,593
Barking and Dagenham,E09000002,22/04/2020,9,493
Barnet,E09000003,22/04/2020,11,1193
Bexley,E09000004,22/04/2020,18,668
Brent,E09000005,22/04/2020,17,1337
Bromley,E09000006,22/04/2020,13,1025
Camden,E09000007,22/04/2020,8,559
Croydon,E09000008,22/04/2020,27,1369
Ealing,E09000009,22/04/2020,15,1049
Enfield,E09000010,22/04/2020,26,835
Greenwich,E09000011,22/04/2020,14,668
Hackney and City of London,E09000012,22/04/2020,8,633
Hammersmith and Fulham,E09000013,22/04/2020,23,555
Haringey,E09000014,22/04/2020,7,552
Harrow,E09000015,22/04/2020,20,907
Havering,E09000016,22/04/2020,12,664
Hillingdon,E09000017,22/04/2020,16,748
Hounslow,E09000018,22/04/2020,9,673
Islington,E09000019,22/04/2020,3,415
Kensington and Chelsea,E09000020,22/04/2020,17,458
Kingston upon Thames,E09000021,22/04/2020,10,481
Lambeth,E09000022,22/04/2020,16,1117
Lewisham,E09000023,22/04/2020,7,934
Merton,E09000024,22/04/2020,8,666
Newham,E09000025,22/04/2020,16,952
Redbridge,E09000026,22/04/2020,17,716
Richmond upon Thames,E09000027,22/04/2020,3,382
Southwark,E09000028,22/04/2020,5,1185
Sutton,E09000029,22/04/2020,18,711
Tower Hamlets,E09000030,22/04/2020,7,622
Waltham Forest,E09000031,22/04/2020,9,748
Wandsworth,E09000032,22/04/2020,6,919
Westminster,E09000033,22/04/2020,2,595
Barking and Dagenham,E09000002,23/04/2020,11,504
Barnet,E09000003,23/04/2020,19,1212
Bexley,E09000004,23/04/2020,14,682
Brent,E09000005,23/04/2020,16,1353
Bromley,E09000006,23/04/2020,38,1063
Camden,E09000007,23/04/2020,11,570
Croydon,E09000008,23/04/2020,33,1402
Ealing,E09000009,23/04/2020,17,1066
Enfield,E09000010,23/04/2020,26,861
Greenwich,E09000011,23/04/2020,12,680
Hackney and City of London,E09000012,23/04/2020,8,641
Hammersmith and Fulham,E09000013,23/04/2020,51,606
Haringey,E09000014,23/04/2020,13,565
Harrow,E09000015,23/04/2020,18,925
Havering,E09000016,23/04/2020,14,678
Hillingdon,E09000017,23/04/2020,20,768
Hounslow,E09000018,23/04/2020,15,688
Islington,E09000019,23/04/2020,8,423
Kensington and Chelsea,E09000020,23/04/2020,6,464
Kingston upon Thames,E09000021,23/04/2020,18,499
Lambeth,E09000022,23/04/2020,22,1139
Lewisham,E09000023,23/04/2020,15,949
Merton,E09000024,23/04/2020,10,676
Newham,E09000025,23/04/2020,17,969
Redbridge,E09000026,23/04/2020,14,730
Richmond upon Thames,E09000027,23/04/2020,4,386
Southwark,E09000028,23/04/2020,13,1198
Sutton,E09000029,23/04/2020,16,727
Tower Hamlets,E09000030,23/04/2020,11,633
Waltham Forest,E09000031,23/04/2020,14,762
Wandsworth,E09000032,23/04/2020,11,930
Westminster,E09000033,23/04/2020,7,602
Barking and Dagenham,E09000002,24/04/2020,3,507
Barnet,E09000003,24/04/2020,17,1229
Bexley,E09000004,24/04/2020,18,700
Brent,E09000005,24/04/2020,16,1369
Bromley,E09000006,24/04/2020,23,1086
Camden,E09000007,24/04/2020,4,574
Croydon,E09000008,24/04/2020,25,1427
Ealing,E09000009,24/04/2020,22,1088
Enfield,E09000010,24/04/2020,26,887
Greenwich,E09000011,24/04/2020,14,694
Hackney and City of London,E09000012,24/04/2020,5,646
Hammersmith and Fulham,E09000013,24/04/2020,10,616
Haringey,E09000014,24/04/2020,9,574
Harrow,E09000015,24/04/2020,15,940
Havering,E09000016,24/04/2020,11,689
Hillingdon,E09000017,24/04/2020,13,781
Hounslow,E09000018,24/04/2020,18,706
Islington,E09000019,24/04/2020,4,427
Kensington and Chelsea,E09000020,24/04/2020,0,464
Kingston upon Thames,E09000021,24/04/2020,7,506
Lambeth,E09000022,24/04/2020,12,1151
Lewisham,E09000023,24/04/2020,11,960
Merton,E09000024,24/04/2020,14,690
Newham,E09000025,24/04/2020,11,980
Redbridge,E09000026,24/04/2020,5,735
Richmond upon Thames,E09000027,24/04/2020,5,391
Southwark,E09000028,24/04/2020,12,1210
Sutton,E09000029,24/04/2020,11,738
Tower Hamlets,E09000030,24/04/2020,3,636
Waltham Forest,E09000031,24/04/2020,15,777
Wandsworth,E09000032,24/04/2020,12,942
Westminster,E09000033,24/04/2020,7,609
Barking and Dagenham,E09000002,25/04/2020,7,514
Barnet,E09000003,25/04/2020,11,1240
Bexley,E09000004,25/04/2020,15,715
Brent,E09000005,25/04/2020,14,1383
Bromley,E09000006,25/04/2020,22,1108
Camden,E09000007,25/04/2020,7,581
Croydon,E09000008,25/04/2020,14,1441
Ealing,E09000009,25/04/2020,16,1104
Enfield,E09000010,25/04/2020,27,914
Greenwich,E09000011,25/04/2020,10,704
Hackney and City of London,E09000012,25/04/2020,1,647
Hammersmith and Fulham,E09000013,25/04/2020,3,619
Haringey,E09000014,25/04/2020,9,583
Harrow,E09000015,25/04/2020,19,959
Havering,E09000016,25/04/2020,11,700
Hillingdon,E09000017,25/04/2020,11,792
Hounslow,E09000018,25/04/2020,21,727
Islington,E09000019,25/04/2020,1,428
Kensington and Chelsea,E09000020,25/04/2020,5,469
Kingston upon Thames,E09000021,25/04/2020,5,511
Lambeth,E09000022,25/04/2020,8,1159
Lewisham,E09000023,25/04/2020,13,973
Merton,E09000024,25/04/2020,11,701
Newham,E09000025,25/04/2020,14,994
Redbridge,E09000026,25/04/2020,10,745
Richmond upon Thames,E09000027,25/04/2020,4,395
Southwark,E09000028,25/04/2020,3,1213
Sutton,E09000029,25/04/2020,9,747
Tower Hamlets,E09000030,25/04/2020,12,648
Waltham Forest,E09000031,25/04/2020,9,786
Wandsworth,E09000032,25/04/2020,7,949
Westminster,E09000033,25/04/2020,4,613
Barking and Dagenham,E09000002,26/04/2020,10,524
Barnet,E09000003,26/04/2020,17,1257
Bexley,E09000004,26/04/2020,6,721
Brent,E09000005,26/04/2020,13,1396
Bromley,E09000006,26/04/2020,12,1120
Camden,E09000007,26/04/2020,2,583
Croydon,E09000008,26/04/2020,22,1463
Ealing,E09000009,26/04/2020,18,1122
Enfield,E09000010,26/04/2020,17,931
Greenwich,E09000011,26/04/2020,11,715
Hackney and City of London,E09000012,26/04/2020,7,654
Hammersmith and Fulham,E09000013,26/04/2020,5,624
Haringey,E09000014,26/04/2020,7,590
Harrow,E09000015,26/04/2020,14,973
Havering,E09000016,26/04/2020,8,708
Hillingdon,E09000017,26/04/2020,14,806
Hounslow,E09000018,26/04/2020,15,742
Islington,E09000019,26/04/2020,7,435
Kensington and Chelsea,E09000020,26/04/2020,3,472
Kingston upon Thames,E09000021,26/04/2020,5,516
Lambeth,E09000022,26/04/2020,9,1168
Lewisham,E09000023,26/04/2020,7,980
Merton,E09000024,26/04/2020,5,706
Newham,E09000025,26/04/2020,7,1001
Redbridge,E09000026,26/04/2020,14,759
Richmond upon Thames,E09000027,26/04/2020,1,396
Southwark,E09000028,26/04/2020,10,1223
Sutton,E09000029,26/04/2020,13,760
Tower Hamlets,E09000030,26/04/2020,7,655
Waltham Forest,E09000031,26/04/2020,12,798
Wandsworth,E09000032,26/04/2020,7,956
Westminster,E09000033,26/04/2020,5,618
Barking and Dagenham,E09000002,27/04/2020,8,532
Barnet,E09000003,27/04/2020,20,1277
Bexley,E09000004,27/04/2020,14,735
Brent,E09000005,27/04/2020,20,1416
Bromley,E09000006,27/04/2020,25,1145
Camden,E09000007,27/04/2020,2,585
Croydon,E09000008,27/04/2020,35,1498
Ealing,E09000009,27/04/2020,19,1141
Enfield,E09000010,27/04/2020,13,944
Greenwich,E09000011,27/04/2020,10,725
Hackney and City of London,E09000012,27/04/2020,4,658
Hammersmith and Fulham,E09000013,27/04/2020,4,628
Haringey,E09000014,27/04/2020,9,599
Harrow,E09000015,27/04/2020,23,996
Havering,E09000016,27/04/2020,13,721
Hillingdon,E09000017,27/04/2020,18,824
Hounslow,E09000018,27/04/2020,8,750
Islington,E09000019,27/04/2020,7,442
Kensington and Chelsea,E09000020,27/04/2020,5,477
Kingston upon Thames,E09000021,27/04/2020,10,526
Lambeth,E09000022,27/04/2020,11,1179
Lewisham,E09000023,27/04/2020,16,996
Merton,E09000024,27/04/2020,8,714
Newham,E09000025,27/04/2020,16,1017
Redbridge,E09000026,27/04/2020,26,785
Richmond upon Thames,E09000027,27/04/2020,9,405
Southwark,E09000028,27/04/2020,17,1240
Sutton,E09000029,27/04/2020,13,773
Tower Hamlets,E09000030,27/04/2020,5,660
Waltham Forest,E09000031,27/04/2020,13,811
Wandsworth,E09000032,27/04/2020,7,963
Westminster,E09000033,27/04/2020,10,628
Barking and Dagenham,E09000002,28/04/2020,6,538
Barnet,E09000003,28/04/2020,25,1302
Bexley,E09000004,28/04/2020,15,750
Brent,E09000005,28/04/2020,19,1435
Bromley,E09000006,28/04/2020,11,1156
Camden,E09000007,28/04/2020,6,591
Croydon,E09000008,28/04/2020,32,1530
Ealing,E09000009,28/04/2020,16,1157
Enfield,E09000010,28/04/2020,13,957
Greenwich,E09000011,28/04/2020,11,736
Hackney and City of London,E09000012,28/04/2020,3,661
Hammersmith and Fulham,E09000013,28/04/2020,4,632
Haringey,E09000014,28/04/2020,4,603
Harrow,E09000015,28/04/2020,14,1010
Havering,E09000016,28/04/2020,7,728
Hillingdon,E09000017,28/04/2020,13,837
Hounslow,E09000018,28/04/2020,12,762
Islington,E09000019,28/04/2020,4,446
Kensington and Chelsea,E09000020,28/04/2020,3,480
Kingston upon Thames,E09000021,28/04/2020,3,529
Lambeth,E09000022,28/04/2020,9,1188
Lewisham,E09000023,28/04/2020,14,1010
Merton,E09000024,28/04/2020,11,725
Newham,E09000025,28/04/2020,7,1024
Redbridge,E09000026,28/04/2020,11,796
Richmond upon Thames,E09000027,28/04/2020,7,412
Southwark,E09000028,28/04/2020,7,1247
Sutton,E09000029,28/04/2020,5,778
Tower Hamlets,E09000030,28/04/2020,3,663
Waltham Forest,E09000031,28/04/2020,3,814
Wandsworth,E09000032,28/04/2020,8,971
Westminster,E09000033,28/04/2020,6,634
Barking and Dagenham,E09000002,29/04/2020,7,545
Barnet,E09000003,29/04/2020,17,1319
Bexley,E09000004,29/04/2020,17,767
Brent,E09000005,29/04/2020,18,1453
Bromley,E09000006,29/04/2020,35,1191
Camden,E09000007,29/04/2020,4,595
Croydon,E09000008,29/04/2020,17,1547
Ealing,E09000009,29/04/2020,23,1180
Enfield,E09000010,29/04/2020,15,972
Greenwich,E09000011,29/04/2020,22,758
Hackney and City of London,E09000012,29/04/2020,10,671
Hammersmith and Fulham,E09000013,29/04/2020,9,641
Haringey,E09000014,29/04/2020,10,613
Harrow,E09000015,29/04/2020,32,1042
Havering,E09000016,29/04/2020,9,737
Hillingdon,E09000017,29/04/2020,9,846
Hounslow,E09000018,29/04/2020,19,781
Islington,E09000019,29/04/2020,2,448
Kensington and Chelsea,E09000020,29/04/2020,2,482
Kingston upon Thames,E09000021,29/04/2020,19,548
Lambeth,E09000022,29/04/2020,10,1198
Lewisham,E09000023,29/04/2020,9,1019
Merton,E09000024,29/04/2020,8,733
Newham,E09000025,29/04/2020,12,1036
Redbridge,E09000026,29/04/2020,12,808
Richmond upon Thames,E09000027,29/04/2020,15,427
Southwark,E09000028,29/04/2020,16,1263
Sutton,E09000029,29/04/2020,14,792
Tower Hamlets,E09000030,29/04/2020,11,674
Waltham Forest,E09000031,29/04/2020,8,822
Wandsworth,E09000032,29/04/2020,12,983
Westminster,E09000033,29/04/2020,8,642
Barking and Dagenham,E09000002,30/04/2020,5,550
Barnet,E09000003,30/04/2020,19,1338
Bexley,E09000004,30/04/2020,16,783
Brent,E09000005,30/04/2020,18,1471
Bromley,E09000006,30/04/2020,24,1215
Camden,E09000007,30/04/2020,8,603
Croydon,E09000008,30/04/2020,25,1572
Ealing,E09000009,30/04/2020,20,1200
Enfield,E09000010,30/04/2020,11,983
Greenwich,E09000011,30/04/2020,10,768
Hackney and City of London,E09000012,30/04/2020,6,677
Hammersmith and Fulham,E09000013,30/04/2020,5,646
Haringey,E09000014,30/04/2020,3,616
Harrow,E09000015,30/04/2020,16,1058
Havering,E09000016,30/04/2020,11,748
Hillingdon,E09000017,30/04/2020,13,859
Hounslow,E09000018,30/04/2020,30,811
Islington,E09000019,30/04/2020,6,454
Kensington and Chelsea,E09000020,30/04/2020,5,487
Kingston upon Thames,E09000021,30/04/2020,16,564
Lambeth,E09000022,30/04/2020,8,1206
Lewisham,E09000023,30/04/2020,15,1034
Merton,E09000024,30/04/2020,11,744
Newham,E09000025,30/04/2020,12,1048
Redbridge,E09000026,30/04/2020,25,833
Richmond upon Thames,E09000027,30/04/2020,10,437
Southwark,E09000028,30/04/2020,15,1278
Sutton,E09000029,30/04/2020,12,804
Tower Hamlets,E09000030,30/04/2020,6,680
Waltham Forest,E09000031,30/04/2020,10,832
Wandsworth,E09000032,30/04/2020,13,996
Westminster,E09000033,30/04/2020,20,662
Barking and Dagenham,E09000002,01/05/2020,11,561
Barnet,E09000003,01/05/2020,10,1348
Bexley,E09000004,01/05/2020,17,800
Brent,E09000005,01/05/2020,18,1489
Bromley,E09000006,01/05/2020,15,1230
Camden,E09000007,01/05/2020,8,611
Croydon,E09000008,01/05/2020,20,1592
Ealing,E09000009,01/05/2020,18,1218
Enfield,E09000010,01/05/2020,12,995
Greenwich,E09000011,01/05/2020,11,779
Hackney and City of London,E09000012,01/05/2020,12,689
Hammersmith and Fulham,E09000013,01/05/2020,9,655
Haringey,E09000014,01/05/2020,9,625
Harrow,E09000015,01/05/2020,10,1068
Havering,E09000016,01/05/2020,20,768
Hillingdon,E09000017,01/05/2020,15,874
Hounslow,E09000018,01/05/2020,13,824
Islington,E09000019,01/05/2020,5,459
Kensington and Chelsea,E09000020,01/05/2020,5,492
Kingston upon Thames,E09000021,01/05/2020,9,573
Lambeth,E09000022,01/05/2020,11,1217
Lewisham,E09000023,01/05/2020,8,1042
Merton,E09000024,01/05/2020,10,754
Newham,E09000025,01/05/2020,4,1052
Redbridge,E09000026,01/05/2020,9,842
Richmond upon Thames,E09000027,01/05/2020,7,444
Southwark,E09000028,01/05/2020,12,1290
Sutton,E09000029,01/05/2020,9,813
Tower Hamlets,E09000030,01/05/2020,10,690
Waltham Forest,E09000031,01/05/2020,12,844
Wandsworth,E09000032,01/05/2020,12,1008
Westminster,E09000033,01/05/2020,5,667
Barking and Dagenham,E09000002,02/05/2020,6,567
Barnet,E09000003,02/05/2020,9,1357
Bexley,E09000004,02/05/2020,17,817
Brent,E09000005,02/05/2020,9,1498
Bromley,E09000006,02/05/2020,15,1245
Camden,E09000007,02/05/2020,1,612
Croydon,E09000008,02/05/2020,19,1611
Ealing,E09000009,02/05/2020,21,1239
Enfield,E09000010,02/05/2020,10,1005
Greenwich,E09000011,02/05/2020,3,782
Hackney and City of London,E09000012,02/05/2020,7,696
Hammersmith and Fulham,E09000013,02/05/2020,1,656
Haringey,E09000014,02/05/2020,3,628
Harrow,E09000015,02/05/2020,7,1075
Havering,E09000016,02/05/2020,10,778
Hillingdon,E09000017,02/05/2020,12,886
Hounslow,E09000018,02/05/2020,11,835
Islington,E09000019,02/05/2020,1,460
Kensington and Chelsea,E09000020,02/05/2020,2,494
Kingston upon Thames,E09000021,02/05/2020,12,585
Lambeth,E09000022,02/05/2020,3,1220
Lewisham,E09000023,02/05/2020,7,1049
Merton,E09000024,02/05/2020,7,761
Newham,E09000025,02/05/2020,9,1061
Redbridge,E09000026,02/05/2020,10,852
Richmond upon Thames,E09000027,02/05/2020,3,447
Southwark,E09000028,02/05/2020,3,1293
Sutton,E09000029,02/05/2020,16,829
Tower Hamlets,E09000030,02/05/2020,3,693
Waltham Forest,E09000031,02/05/2020,4,848
Wandsworth,E09000032,02/05/2020,3,1011
Westminster,E09000033,02/05/2020,4,671
Barking and Dagenham,E09000002,03/05/2020,8,575
Barnet,E09000003,03/05/2020,6,1363
Bexley,E09000004,03/05/2020,8,825
Brent,E09000005,03/05/2020,4,1502
Bromley,E09000006,03/05/2020,11,1256
Camden,E09000007,03/05/2020,2,614
Croydon,E09000008,03/05/2020,7,1618
Ealing,E09000009,03/05/2020,7,1246
Enfield,E09000010,03/05/2020,4,1009
Greenwich,E09000011,03/05/2020,1,783
Hackney and City of London,E09000012,03/05/2020,4,700
Hammersmith and Fulham,E09000013,03/05/2020,2,658
Haringey,E09000014,03/05/2020,1,629
Harrow,E09000015,03/05/2020,7,1082
Havering,E09000016,03/05/2020,8,786
Hillingdon,E09000017,03/05/2020,5,891
Hounslow,E09000018,03/05/2020,5,840
Islington,E09000019,03/05/2020,4,464
Kensington and Chelsea,E09000020,03/05/2020,3,497
Kingston upon Thames,E09000021,03/05/2020,6,591
Lambeth,E09000022,03/05/2020,4,1224
Lewisham,E09000023,03/05/2020,6,1055
Merton,E09000024,03/05/2020,10,771
Newham,E09000025,03/05/2020,5,1066
Redbridge,E09000026,03/05/2020,9,861
Richmond upon Thames,E09000027,03/05/2020,4,451
Southwark,E09000028,03/05/2020,3,1296
Sutton,E09000029,03/05/2020,10,839
Tower Hamlets,E09000030,03/05/2020,4,697
Waltham Forest,E09000031,03/05/2020,6,854
Wandsworth,E09000032,03/05/2020,4,1015
Westminster,E09000033,03/05/2020,0,671
Barking and Dagenham,E09000002,04/05/2020,4,579
Barnet,E09000003,04/05/2020,12,1375
Bexley,E09000004,04/05/2020,9,834
Brent,E09000005,04/05/2020,8,1510
Bromley,E09000006,04/05/2020,14,1270
Camden,E09000007,04/05/2020,0,614
Croydon,E09000008,04/05/2020,14,1632
Ealing,E09000009,04/05/2020,12,1258
Enfield,E09000010,04/05/2020,9,1018
Greenwich,E09000011,04/05/2020,6,789
Hackney and City of London,E09000012,04/05/2020,4,704
Hammersmith and Fulham,E09000013,04/05/2020,5,663
Haringey,E09000014,04/05/2020,3,632
Harrow,E09000015,04/05/2020,20,1102
Havering,E09000016,04/05/2020,16,802
Hillingdon,E09000017,04/05/2020,13,904
Hounslow,E09000018,04/05/2020,15,855
Islington,E09000019,04/05/2020,4,468
Kensington and Chelsea,E09000020,04/05/2020,1,498
Kingston upon Thames,E09000021,04/05/2020,8,599
Lambeth,E09000022,04/05/2020,5,1229
Lewisham,E09000023,04/05/2020,5,1060
Merton,E09000024,04/05/2020,4,775
Newham,E09000025,04/05/2020,8,1074
Redbridge,E09000026,04/05/2020,14,875
Richmond upon Thames,E09000027,04/05/2020,4,455
Southwark,E09000028,04/05/2020,7,1303
Sutton,E09000029,04/05/2020,4,843
Tower Hamlets,E09000030,04/05/2020,1,698
Waltham Forest,E09000031,04/05/2020,10,864
Wandsworth,E09000032,04/05/2020,4,1019
Westminster,E09000033,04/05/2020,3,674
Barking and Dagenham,E09000002,05/05/2020,6,585
Barnet,E09000003,05/05/2020,14,1389
Bexley,E09000004,05/05/2020,6,840
Brent,E09000005,05/05/2020,6,1516
Bromley,E09000006,05/05/2020,14,1284
Camden,E09000007,05/05/2020,5,619
Croydon,E09000008,05/05/2020,8,1640
Ealing,E09000009,05/05/2020,7,1265
Enfield,E09000010,05/05/2020,9,1027
Greenwich,E09000011,05/05/2020,6,795
Hackney and City of London,E09000012,05/05/2020,5,709
Hammersmith and Fulham,E09000013,05/05/2020,1,664
Haringey,E09000014,05/05/2020,6,638
Harrow,E09000015,05/05/2020,12,1114
Havering,E09000016,05/05/2020,7,809
Hillingdon,E09000017,05/05/2020,7,911
Hounslow,E09000018,05/05/2020,4,859
Islington,E09000019,05/05/2020,2,470
Kensington and Chelsea,E09000020,05/05/2020,2,500
Kingston upon Thames,E09000021,05/05/2020,5,604
Lambeth,E09000022,05/05/2020,5,1234
Lewisham,E09000023,05/05/2020,7,1067
Merton,E09000024,05/05/2020,5,780
Newham,E09000025,05/05/2020,8,1082
Redbridge,E09000026,05/05/2020,25,900
Richmond upon Thames,E09000027,05/05/2020,3,458
Southwark,E09000028,05/05/2020,7,1310
Sutton,E09000029,05/05/2020,10,853
Tower Hamlets,E09000030,05/05/2020,2,700
Waltham Forest,E09000031,05/05/2020,8,872
Wandsworth,E09000032,05/05/2020,5,1024
Westminster,E09000033,05/05/2020,3,677
Barking and Dagenham,E09000002,06/05/2020,4,589
Barnet,E09000003,06/05/2020,10,1399
Bexley,E09000004,06/05/2020,14,854
Brent,E09000005,06/05/2020,8,1524
Bromley,E09000006,06/05/2020,36,1320
Camden,E09000007,06/05/2020,4,623
Croydon,E09000008,06/05/2020,10,1650
Ealing,E09000009,06/05/2020,12,1277
Enfield,E09000010,06/05/2020,5,1032
Greenwich,E09000011,06/05/2020,4,799
Hackney and City of London,E09000012,06/05/2020,5,714
Hammersmith and Fulham,E09000013,06/05/2020,2,666
Haringey,E09000014,06/05/2020,6,644
Harrow,E09000015,06/05/2020,13,1127
Havering,E09000016,06/05/2020,8,817
Hillingdon,E09000017,06/05/2020,12,923
Hounslow,E09000018,06/05/2020,10,869
Islington,E09000019,06/05/2020,2,472
Kensington and Chelsea,E09000020,06/05/2020,3,503
Kingston upon Thames,E09000021,06/05/2020,6,610
Lambeth,E09000022,06/05/2020,5,1239
Lewisham,E09000023,06/05/2020,6,1073
Merton,E09000024,06/05/2020,14,794
Newham,E09000025,06/05/2020,17,1099
Redbridge,E09000026,06/05/2020,17,917
Richmond upon Thames,E09000027,06/05/2020,3,461
Southwark,E09000028,06/05/2020,9,1319
Sutton,E09000029,06/05/2020,4,857
Tower Hamlets,E09000030,06/05/2020,2,702
Waltham Forest,E09000031,06/05/2020,10,882
Wandsworth,E09000032,06/05/2020,5,1029
Westminster,E09000033,06/05/2020,3,680
Barking and Dagenham,E09000002,07/05/2020,6,595
Barnet,E09000003,07/05/2020,13,1412
Bexley,E09000004,07/05/2020,11,865
Brent,E09000005,07/05/2020,8,1532
Bromley,E09000006,07/05/2020,19,1339
Camden,E09000007,07/05/2020,9,632
Croydon,E09000008,07/05/2020,9,1659
Ealing,E09000009,07/05/2020,20,1297
Enfield,E09000010,07/05/2020,2,1034
Greenwich,E09000011,07/05/2020,9,808
Hackney and City of London,E09000012,07/05/2020,7,721
Hammersmith and Fulham,E09000013,07/05/2020,4,670
Haringey,E09000014,07/05/2020,13,657
Harrow,E09000015,07/05/2020,17,1144
Havering,E09000016,07/05/2020,1,818
Hillingdon,E09000017,07/05/2020,12,935
Hounslow,E09000018,07/05/2020,9,878
Islington,E09000019,07/05/2020,2,474
Kensington and Chelsea,E09000020,07/05/2020,4,507
Kingston upon Thames,E09000021,07/05/2020,6,616
Lambeth,E09000022,07/05/2020,7,1246
Lewisham,E09000023,07/05/2020,9,1082
Merton,E09000024,07/05/2020,8,802
Newham,E09000025,07/05/2020,6,1105
Redbridge,E09000026,07/05/2020,21,938
Richmond upon Thames,E09000027,07/05/2020,6,467
Southwark,E09000028,07/05/2020,4,1323
Sutton,E09000029,07/05/2020,4,861
Tower Hamlets,E09000030,07/05/2020,3,705
Waltham Forest,E09000031,07/05/2020,10,892
Wandsworth,E09000032,07/05/2020,9,1038
Westminster,E09000033,07/05/2020,3,683
Barking and Dagenham,E09000002,08/05/2020,6,601
Barnet,E09000003,08/05/2020,7,1419
Bexley,E09000004,08/05/2020,8,873
Brent,E09000005,08/05/2020,19,1551
Bromley,E09000006,08/05/2020,24,1363
Camden,E09000007,08/05/2020,3,635
Croydon,E09000008,08/05/2020,13,1672
Ealing,E09000009,08/05/2020,15,1312
Enfield,E09000010,08/05/2020,7,1041
Greenwich,E09000011,08/05/2020,10,818
Hackney and City of London,E09000012,08/05/2020,3,724
Hammersmith and Fulham,E09000013,08/05/2020,3,673
Haringey,E09000014,08/05/2020,6,663
Harrow,E09000015,08/05/2020,9,1153
Havering,E09000016,08/05/2020,3,821
Hillingdon,E09000017,08/05/2020,1,936
Hounslow,E09000018,08/05/2020,9,887
Islington,E09000019,08/05/2020,6,480
Kensington and Chelsea,E09000020,08/05/2020,2,509
Kingston upon Thames,E09000021,08/05/2020,4,620
Lambeth,E09000022,08/05/2020,2,1248
Lewisham,E09000023,08/05/2020,7,1089
Merton,E09000024,08/05/2020,3,805
Newham,E09000025,08/05/2020,4,1109
Redbridge,E09000026,08/05/2020,7,945
Richmond upon Thames,E09000027,08/05/2020,3,470
Southwark,E09000028,08/05/2020,4,1327
Sutton,E09000029,08/05/2020,7,868
Tower Hamlets,E09000030,08/05/2020,1,706
Waltham Forest,E09000031,08/05/2020,5,897
Wandsworth,E09000032,08/05/2020,2,1040
Westminster,E09000033,08/05/2020,3,686
Barking and Dagenham,E09000002,09/05/2020,4,605
Barnet,E09000003,09/05/2020,5,1424
Bexley,E09000004,09/05/2020,4,877
Brent,E09000005,09/05/2020,8,1559
Bromley,E09000006,09/05/2020,4,1367
Camden,E09000007,09/05/2020,2,637
Croydon,E09000008,09/05/2020,6,1678
Ealing,E09000009,09/05/2020,5,1317
Enfield,E09000010,09/05/2020,1,1042
Greenwich,E09000011,09/05/2020,2,820
Hackney and City of London,E09000012,09/05/2020,3,727
Hammersmith and Fulham,E09000013,09/05/2020,1,674
Haringey,E09000014,09/05/2020,2,665
Harrow,E09000015,09/05/2020,7,1160
Havering,E09000016,09/05/2020,0,821
Hillingdon,E09000017,09/05/2020,5,941
Hounslow,E09000018,09/05/2020,9,896
Islington,E09000019,09/05/2020,4,484
Kensington and Chelsea,E09000020,09/05/2020,2,511
Kingston upon Thames,E09000021,09/05/2020,2,622
Lambeth,E09000022,09/05/2020,6,1254
Lewisham,E09000023,09/05/2020,2,1091
Merton,E09000024,09/05/2020,2,807
Newham,E09000025,09/05/2020,7,1116
Redbridge,E09000026,09/05/2020,4,949
Richmond upon Thames,E09000027,09/05/2020,2,472
Southwark,E09000028,09/05/2020,7,1334
Sutton,E09000029,09/05/2020,4,872
Tower Hamlets,E09000030,09/05/2020,4,710
Waltham Forest,E09000031,09/05/2020,7,904
Wandsworth,E09000032,09/05/2020,4,1044
Westminster,E09000033,09/05/2020,4,690
