LAD11NM,LAD11CD,date,new_cases,total_cases,month,year,day
Harrow,E09000015,1.8.20,1,1327,8,2020,1
Havering,E09000016,1.8.20,3,1007,8,2020,1
Hillingdon,E09000017,1.8.20,2,1157,8,2020,1
Hounslow,E09000018,1.8.20,4,1126,8,2020,1
Islington,E09000019,1.8.20,2,589,8,2020,1
Kensington and Chelsea,E09000020,1.8.20,1,593,8,2020,1
Kingston upon Thames,E09000021,1.8.20,1,754,8,2020,1
Lambeth,E09000022,1.8.20,0,1421,8,2020,1
Lewisham,E09000023,1.8.20,1,1252,8,2020,1
Merton,E09000024,1.8.20,0,966,8,2020,1
Newham,E09000025,1.8.20,3,1342,8,2020,1
Redbridge,E09000026,1.8.20,1,1173,8,2020,1
Richmond upon Thames,E09000027,1.8.20,1,556,8,2020,1
Southwark,E09000028,1.8.20,2,1495,8,2020,1
Sutton,E09000029,1.8.20,0,1037,8,2020,1
Tower Hamlets,E09000030,1.8.20,6,890,8,2020,1
Waltham Forest,E09000031,1.8.20,1,1057,8,2020,1
Wandsworth,E09000032,1.8.20,2,1224,8,2020,1
Westminster,E09000033,1.8.20,1,832,8,2020,1
Barking and Dagenham,E09000002,2.8.20,2,768,8,2020,2
Barnet,E09000003,2.8.20,7,1702,8,2020,2
Bexley,E09000004,2.8.20,0,1107,8,2020,2
Brent,E09000005,2.8.20,1,1812,8,2020,2
Bromley,E09000006,2.8.20,1,1541,8,2020,2
Camden,E09000007,2.8.20,0,728,8,2020,2
Croydon,E09000008,2.8.20,0,1893,8,2020,2
Ealing,E09000009,2.8.20,7,1633,8,2020,2
Enfield,E09000010,2.8.20,3,1235,8,2020,2
Greenwich,E09000011,2.8.20,2,998,8,2020,2
Hackney and City of London,E09000012,2.8.20,6,987,8,2020,2
Hammersmith and Fulham,E09000013,2.8.20,0,796,8,2020,2
Haringey,E09000014,2.8.20,2,810,8,2020,2
Harrow,E09000015,2.8.20,2,1329,8,2020,2
Havering,E09000016,2.8.20,1,1008,8,2020,2
Hillingdon,E09000017,2.8.20,1,1158,8,2020,2
Hounslow,E09000018,2.8.20,9,1135,8,2020,2
Islington,E09000019,2.8.20,0,589,8,2020,2
Kensington and Chelsea,E09000020,2.8.20,0,593,8,2020,2
Kingston upon Thames,E09000021,2.8.20,0,754,8,2020,2
Lambeth,E09000022,2.8.20,11,1432,8,2020,2
Lewisham,E09000023,2.8.20,0,1252,8,2020,2
Merton,E09000024,2.8.20,2,968,8,2020,2
Newham,E09000025,2.8.20,1,1343,8,2020,2
Redbridge,E09000026,2.8.20,6,1179,8,2020,2
Richmond upon Thames,E09000027,2.8.20,0,556,8,2020,2
Southwark,E09000028,2.8.20,2,1497,8,2020,2
Sutton,E09000029,2.8.20,0,1037,8,2020,2
Tower Hamlets,E09000030,2.8.20,1,891,8,2020,2
Waltham Forest,E09000031,2.8.20,1,1058,8,2020,2
Wandsworth,E09000032,2.8.20,4,1228,8,2020,2
Westminster,E09000033,2.8.20,3,835,8,2020,2
Barking and Dagenham,E09000002,3.8.20,1,769,8,2020,3
Barnet,E09000003,3.8.20,2,1704,8,2020,3
Bexley,E09000004,3.8.20,0,1107,8,2020,3
Brent,E09000005,3.8.20,0,1812,8,2020,3
Bromley,E09000006,3.8.20,1,1542,8,2020,3
Camden,E09000007,3.8.20,1,729,8,2020,3
Croydon,E09000008,3.8.20,4,1897,8,2020,3
Ealing,E09000009,3.8.20,7,1640,8,2020,3
Enfield,E09000010,3.8.20,3,1238,8,2020,3
Greenwich,E09000011,3.8.20,1,999,8,2020,3
Hackney and City of London,E09000012,3.8.20,6,993,8,2020,3
Hammersmith and Fulham,E09000013,3.8.20,1,797,8,2020,3
Haringey,E09000014,3.8.20,2,812,8,2020,3
Harrow,E09000015,3.8.20,0,1329,8,2020,3
Havering,E09000016,3.8.20,4,1012,8,2020,3
Hillingdon,E09000017,3.8.20,3,1161,8,2020,3
Hounslow,E09000018,3.8.20,10,1145,8,2020,3
Islington,E09000019,3.8.20,2,591,8,2020,3
Kensington and Chelsea,E09000020,3.8.20,1,594,8,2020,3
Kingston upon Thames,E09000021,3.8.20,2,756,8,2020,3
Lambeth,E09000022,3.8.20,11,1443,8,2020,3
Lewisham,E09000023,3.8.20,1,1253,8,2020,3
Merton,E09000024,3.8.20,2,970,8,2020,3
Newham,E09000025,3.8.20,1,1344,8,2020,3
Redbridge,E09000026,3.8.20,1,1180,8,2020,3
Richmond upon Thames,E09000027,3.8.20,1,557,8,2020,3
Southwark,E09000028,3.8.20,0,1497,8,2020,3
Sutton,E09000029,3.8.20,2,1039,8,2020,3
Tower Hamlets,E09000030,3.8.20,1,892,8,2020,3
Waltham Forest,E09000031,3.8.20,3,1061,8,2020,3
Wandsworth,E09000032,3.8.20,9,1237,8,2020,3
Westminster,E09000033,3.8.20,3,838,8,2020,3
Barking and Dagenham,E09000002,4.8.20,2,771,8,2020,4
Barnet,E09000003,4.8.20,2,1706,8,2020,4
Bexley,E09000004,4.8.20,0,1107,8,2020,4
Brent,E09000005,4.8.20,1,1813,8,2020,4
Bromley,E09000006,4.8.20,2,1544,8,2020,4
Camden,E09000007,4.8.20,2,731,8,2020,4
Croydon,E09000008,4.8.20,3,1900,8,2020,4
Ealing,E09000009,4.8.20,3,1643,8,2020,4
Enfield,E09000010,4.8.20,2,1240,8,2020,4
Greenwich,E09000011,4.8.20,2,1001,8,2020,4
Hackney and City of London,E09000012,4.8.20,13,1006,8,2020,4
Hammersmith and Fulham,E09000013,4.8.20,4,801,8,2020,4
Haringey,E09000014,4.8.20,0,812,8,2020,4
Harrow,E09000015,4.8.20,4,1333,8,2020,4
Havering,E09000016,4.8.20,6,1018,8,2020,4
Hillingdon,E09000017,4.8.20,4,1165,8,2020,4
Hounslow,E09000018,4.8.20,5,1150,8,2020,4
Islington,E09000019,4.8.20,2,593,8,2020,4
Kensington and Chelsea,E09000020,4.8.20,2,596,8,2020,4
Kingston upon Thames,E09000021,4.8.20,2,758,8,2020,4
Lambeth,E09000022,4.8.20,3,1446,8,2020,4
Lewisham,E09000023,4.8.20,1,1254,8,2020,4
Merton,E09000024,4.8.20,3,973,8,2020,4
Newham,E09000025,4.8.20,8,1352,8,2020,4
Redbridge,E09000026,4.8.20,5,1185,8,2020,4
Richmond upon Thames,E09000027,4.8.20,2,559,8,2020,4
Southwark,E09000028,4.8.20,4,1501,8,2020,4
Sutton,E09000029,4.8.20,2,1041,8,2020,4
Tower Hamlets,E09000030,4.8.20,3,895,8,2020,4
Waltham Forest,E09000031,4.8.20,3,1064,8,2020,4
Wandsworth,E09000032,4.8.20,5,1242,8,2020,4
Westminster,E09000033,4.8.20,4,842,8,2020,4
Barking and Dagenham,E09000002,5.8.20,6,777,8,2020,5
Barnet,E09000003,5.8.20,4,1710,8,2020,5
Bexley,E09000004,5.8.20,3,1110,8,2020,5
Brent,E09000005,5.8.20,4,1817,8,2020,5
Bromley,E09000006,5.8.20,6,1550,8,2020,5
Camden,E09000007,5.8.20,3,734,8,2020,5
Croydon,E09000008,5.8.20,1,1901,8,2020,5
Ealing,E09000009,5.8.20,10,1653,8,2020,5
Enfield,E09000010,5.8.20,2,1242,8,2020,5
Greenwich,E09000011,5.8.20,5,1006,8,2020,5
Hackney and City of London,E09000012,5.8.20,5,1011,8,2020,5
Hammersmith and Fulham,E09000013,5.8.20,4,805,8,2020,5
Haringey,E09000014,5.8.20,2,814,8,2020,5
Harrow,E09000015,5.8.20,2,1335,8,2020,5
Havering,E09000016,5.8.20,1,1019,8,2020,5
Hillingdon,E09000017,5.8.20,5,1170,8,2020,5
Hounslow,E09000018,5.8.20,2,1152,8,2020,5
Islington,E09000019,5.8.20,2,595,8,2020,5
Kensington and Chelsea,E09000020,5.8.20,1,597,8,2020,5
Kingston upon Thames,E09000021,5.8.20,3,761,8,2020,5
Lambeth,E09000022,5.8.20,5,1451,8,2020,5
Lewisham,E09000023,5.8.20,4,1258,8,2020,5
Merton,E09000024,5.8.20,2,975,8,2020,5
Newham,E09000025,5.8.20,2,1354,8,2020,5
Redbridge,E09000026,5.8.20,3,1188,8,2020,5
Richmond upon Thames,E09000027,5.8.20,2,561,8,2020,5
Southwark,E09000028,5.8.20,2,1503,8,2020,5
Sutton,E09000029,5.8.20,0,1041,8,2020,5
Tower Hamlets,E09000030,5.8.20,3,898,8,2020,5
Waltham Forest,E09000031,5.8.20,4,1068,8,2020,5
Wandsworth,E09000032,5.8.20,9,1251,8,2020,5
Westminster,E09000033,5.8.20,8,850,8,2020,5
Barking and Dagenham,E09000002,6.8.20,1,778,8,2020,6
Barnet,E09000003,6.8.20,5,1715,8,2020,6
Bexley,E09000004,6.8.20,2,1112,8,2020,6
Brent,E09000005,6.8.20,5,1822,8,2020,6
Bromley,E09000006,6.8.20,1,1551,8,2020,6
Camden,E09000007,6.8.20,5,739,8,2020,6
Croydon,E09000008,6.8.20,0,1901,8,2020,6
Ealing,E09000009,6.8.20,3,1656,8,2020,6
Enfield,E09000010,6.8.20,4,1246,8,2020,6
Greenwich,E09000011,6.8.20,3,1009,8,2020,6
Hackney and City of London,E09000012,6.8.20,2,1013,8,2020,6
Hammersmith and Fulham,E09000013,6.8.20,2,807,8,2020,6
Haringey,E09000014,6.8.20,3,817,8,2020,6
Harrow,E09000015,6.8.20,2,1337,8,2020,6
Havering,E09000016,6.8.20,1,1020,8,2020,6
Hillingdon,E09000017,6.8.20,5,1175,8,2020,6
Hounslow,E09000018,6.8.20,8,1160,8,2020,6
Islington,E09000019,6.8.20,6,601,8,2020,6
Kensington and Chelsea,E09000020,6.8.20,2,599,8,2020,6
Kingston upon Thames,E09000021,6.8.20,1,762,8,2020,6
Lambeth,E09000022,6.8.20,3,1454,8,2020,6
Lewisham,E09000023,6.8.20,4,1262,8,2020,6
Merton,E09000024,6.8.20,0,975,8,2020,6
Newham,E09000025,6.8.20,11,1365,8,2020,6
Redbridge,E09000026,6.8.20,1,1189,8,2020,6
Richmond upon Thames,E09000027,6.8.20,2,563,8,2020,6
Southwark,E09000028,6.8.20,2,1505,8,2020,6
Sutton,E09000029,6.8.20,1,1042,8,2020,6
Tower Hamlets,E09000030,6.8.20,4,902,8,2020,6
Waltham Forest,E09000031,6.8.20,6,1074,8,2020,6
Wandsworth,E09000032,6.8.20,3,1254,8,2020,6
Westminster,E09000033,6.8.20,7,857,8,2020,6
Barking and Dagenham,E09000002,7.8.20,1,779,8,2020,7
Barnet,E09000003,7.8.20,9,1724,8,2020,7
Bexley,E09000004,7.8.20,2,1114,8,2020,7
Brent,E09000005,7.8.20,5,1827,8,2020,7
Bromley,E09000006,7.8.20,5,1556,8,2020,7
Camden,E09000007,7.8.20,1,740,8,2020,7
Croydon,E09000008,7.8.20,5,1906,8,2020,7
Ealing,E09000009,7.8.20,7,1663,8,2020,7
Enfield,E09000010,7.8.20,2,1248,8,2020,7
Greenwich,E09000011,7.8.20,0,1009,8,2020,7
Hackney and City of London,E09000012,7.8.20,6,1019,8,2020,7
Hammersmith and Fulham,E09000013,7.8.20,7,814,8,2020,7
Haringey,E09000014,7.8.20,4,821,8,2020,7
Harrow,E09000015,7.8.20,7,1344,8,2020,7
Havering,E09000016,7.8.20,2,1022,8,2020,7
Hillingdon,E09000017,7.8.20,4,1179,8,2020,7
Hounslow,E09000018,7.8.20,3,1163,8,2020,7
Islington,E09000019,7.8.20,3,604,8,2020,7
Kensington and Chelsea,E09000020,7.8.20,0,599,8,2020,7
Kingston upon Thames,E09000021,7.8.20,1,763,8,2020,7
Lambeth,E09000022,7.8.20,1,1455,8,2020,7
Lewisham,E09000023,7.8.20,7,1269,8,2020,7
Merton,E09000024,7.8.20,1,976,8,2020,7
Newham,E09000025,7.8.20,2,1367,8,2020,7
Redbridge,E09000026,7.8.20,15,1204,8,2020,7
Richmond upon Thames,E09000027,7.8.20,1,564,8,2020,7
Southwark,E09000028,7.8.20,6,1511,8,2020,7
Sutton,E09000029,7.8.20,1,1043,8,2020,7
Tower Hamlets,E09000030,7.8.20,3,905,8,2020,7
Waltham Forest,E09000031,7.8.20,2,1076,8,2020,7
Wandsworth,E09000032,7.8.20,1,1255,8,2020,7
Westminster,E09000033,7.8.20,5,862,8,2020,7
Barking and Dagenham,E09000002,8.8.20,3,782,8,2020,8
Barnet,E09000003,8.8.20,2,1726,8,2020,8
Bexley,E09000004,8.8.20,1,1115,8,2020,8
Brent,E09000005,8.8.20,3,1830,8,2020,8
Bromley,E09000006,8.8.20,0,1556,8,2020,8
Camden,E09000007,8.8.20,2,742,8,2020,8
Croydon,E09000008,8.8.20,2,1908,8,2020,8
Ealing,E09000009,8.8.20,2,1665,8,2020,8
Enfield,E09000010,8.8.20,1,1249,8,2020,8
Greenwich,E09000011,8.8.20,0,1009,8,2020,8
Hackney and City of London,E09000012,8.8.20,0,1019,8,2020,8
Hammersmith and Fulham,E09000013,8.8.20,3,817,8,2020,8
Haringey,E09000014,8.8.20,1,822,8,2020,8
Harrow,E09000015,8.8.20,0,1344,8,2020,8
Havering,E09000016,8.8.20,1,1023,8,2020,8
Hillingdon,E09000017,8.8.20,2,1181,8,2020,8
Hounslow,E09000018,8.8.20,4,1167,8,2020,8
Islington,E09000019,8.8.20,0,604,8,2020,8
Kensington and Chelsea,E09000020,8.8.20,3,602,8,2020,8
Kingston upon Thames,E09000021,8.8.20,3,766,8,2020,8
Lambeth,E09000022,8.8.20,1,1456,8,2020,8
Lewisham,E09000023,8.8.20,0,1269,8,2020,8
Merton,E09000024,8.8.20,0,976,8,2020,8
Newham,E09000025,8.8.20,4,1371,8,2020,8
Redbridge,E09000026,8.8.20,7,1211,8,2020,8
Richmond upon Thames,E09000027,8.8.20,3,567,8,2020,8
Southwark,E09000028,8.8.20,4,1515,8,2020,8
Sutton,E09000029,8.8.20,0,1043,8,2020,8
Tower Hamlets,E09000030,8.8.20,0,905,8,2020,8
Waltham Forest,E09000031,8.8.20,0,1076,8,2020,8
Wandsworth,E09000032,8.8.20,1,1256,8,2020,8
Westminster,E09000033,8.8.20,2,864,8,2020,8
Barking and Dagenham,E09000002,9.8.20,1,783,8,2020,9
Barnet,E09000003,9.8.20,2,1728,8,2020,9
Bexley,E09000004,9.8.20,2,1117,8,2020,9
Brent,E09000005,9.8.20,1,1831,8,2020,9
Bromley,E09000006,9.8.20,1,1557,8,2020,9
Camden,E09000007,9.8.20,3,745,8,2020,9
Croydon,E09000008,9.8.20,1,1909,8,2020,9
Ealing,E09000009,9.8.20,5,1670,8,2020,9
Enfield,E09000010,9.8.20,6,1255,8,2020,9
Greenwich,E09000011,9.8.20,1,1010,8,2020,9
Hackney and City of London,E09000012,9.8.20,4,1023,8,2020,9
Hammersmith and Fulham,E09000013,9.8.20,0,817,8,2020,9
Haringey,E09000014,9.8.20,2,824,8,2020,9
Harrow,E09000015,9.8.20,0,1344,8,2020,9
Havering,E09000016,9.8.20,1,1024,8,2020,9
Hillingdon,E09000017,9.8.20,4,1185,8,2020,9
Hounslow,E09000018,9.8.20,5,1172,8,2020,9
Islington,E09000019,9.8.20,0,604,8,2020,9
Kensington and Chelsea,E09000020,9.8.20,4,606,8,2020,9
Kingston upon Thames,E09000021,9.8.20,3,769,8,2020,9
Lambeth,E09000022,9.8.20,2,1458,8,2020,9
Lewisham,E09000023,9.8.20,1,1270,8,2020,9
Merton,E09000024,9.8.20,0,976,8,2020,9
Newham,E09000025,9.8.20,2,1373,8,2020,9
Redbridge,E09000026,9.8.20,6,1217,8,2020,9
Richmond upon Thames,E09000027,9.8.20,1,568,8,2020,9
Southwark,E09000028,9.8.20,2,1517,8,2020,9
Sutton,E09000029,9.8.20,0,1043,8,2020,9
Tower Hamlets,E09000030,9.8.20,1,906,8,2020,9
Waltham Forest,E09000031,9.8.20,0,1076,8,2020,9
Wandsworth,E09000032,9.8.20,3,1259,8,2020,9
Westminster,E09000033,9.8.20,3,867,8,2020,9
Barking and Dagenham,E09000002,10.8.20,4,787,8,2020,10
Barnet,E09000003,10.8.20,10,1738,8,2020,10
Bexley,E09000004,10.8.20,2,1119,8,2020,10
Brent,E09000005,10.8.20,7,1838,8,2020,10
Bromley,E09000006,10.8.20,5,1562,8,2020,10
Camden,E09000007,10.8.20,4,749,8,2020,10
Croydon,E09000008,10.8.20,4,1913,8,2020,10
Ealing,E09000009,10.8.20,6,1676,8,2020,10
Enfield,E09000010,10.8.20,2,1257,8,2020,10
Greenwich,E09000011,10.8.20,2,1012,8,2020,10
Hackney and City of London,E09000012,10.8.20,6,1029,8,2020,10
Hammersmith and Fulham,E09000013,10.8.20,4,821,8,2020,10
Haringey,E09000014,10.8.20,3,827,8,2020,10
Harrow,E09000015,10.8.20,5,1349,8,2020,10
Havering,E09000016,10.8.20,2,1026,8,2020,10
Hillingdon,E09000017,10.8.20,10,1195,8,2020,10
Hounslow,E09000018,10.8.20,9,1181,8,2020,10
Islington,E09000019,10.8.20,1,605,8,2020,10
Kensington and Chelsea,E09000020,10.8.20,4,610,8,2020,10
Kingston upon Thames,E09000021,10.8.20,3,772,8,2020,10
Lambeth,E09000022,10.8.20,4,1462,8,2020,10
Lewisham,E09000023,10.8.20,2,1272,8,2020,10
Merton,E09000024,10.8.20,2,978,8,2020,10
Newham,E09000025,10.8.20,5,1378,8,2020,10
Redbridge,E09000026,10.8.20,4,1221,8,2020,10
Richmond upon Thames,E09000027,10.8.20,3,571,8,2020,10
Southwark,E09000028,10.8.20,7,1524,8,2020,10
Sutton,E09000029,10.8.20,2,1045,8,2020,10
Tower Hamlets,E09000030,10.8.20,0,906,8,2020,10
Waltham Forest,E09000031,10.8.20,8,1084,8,2020,10
Wandsworth,E09000032,10.8.20,7,1266,8,2020,10
Westminster,E09000033,10.8.20,5,872,8,2020,10
Barking and Dagenham,E09000002,11.8.20,4,791,8,2020,11
Barnet,E09000003,11.8.20,4,1742,8,2020,11
Bexley,E09000004,11.8.20,2,1121,8,2020,11
Brent,E09000005,11.8.20,7,1845,8,2020,11
Bromley,E09000006,11.8.20,8,1570,8,2020,11
Camden,E09000007,11.8.20,5,754,8,2020,11
Croydon,E09000008,11.8.20,2,1915,8,2020,11
Ealing,E09000009,11.8.20,4,1680,8,2020,11
Enfield,E09000010,11.8.20,6,1263,8,2020,11
Greenwich,E09000011,11.8.20,3,1015,8,2020,11
Hackney and City of London,E09000012,11.8.20,11,1040,8,2020,11
Hammersmith and Fulham,E09000013,11.8.20,4,825,8,2020,11
Haringey,E09000014,11.8.20,5,832,8,2020,11
Harrow,E09000015,11.8.20,2,1351,8,2020,11
Havering,E09000016,11.8.20,4,1030,8,2020,11
Hillingdon,E09000017,11.8.20,6,1201,8,2020,11
Hounslow,E09000018,11.8.20,17,1198,8,2020,11
Islington,E09000019,11.8.20,3,608,8,2020,11
Kensington and Chelsea,E09000020,11.8.20,3,613,8,2020,11
Kingston upon Thames,E09000021,11.8.20,4,776,8,2020,11
Lambeth,E09000022,11.8.20,3,1465,8,2020,11
Lewisham,E09000023,11.8.20,3,1275,8,2020,11
Merton,E09000024,11.8.20,2,980,8,2020,11
Newham,E09000025,11.8.20,3,1381,8,2020,11
Redbridge,E09000026,11.8.20,4,1225,8,2020,11
Richmond upon Thames,E09000027,11.8.20,5,576,8,2020,11
Southwark,E09000028,11.8.20,0,1524,8,2020,11
Sutton,E09000029,11.8.20,1,1046,8,2020,11
Tower Hamlets,E09000030,11.8.20,3,909,8,2020,11
Waltham Forest,E09000031,11.8.20,11,1095,8,2020,11
Wandsworth,E09000032,11.8.20,4,1270,8,2020,11
Westminster,E09000033,11.8.20,6,878,8,2020,11
Barking and Dagenham,E09000002,12.8.20,7,798,8,2020,12
Barnet,E09000003,12.8.20,8,1750,8,2020,12
Bexley,E09000004,12.8.20,3,1124,8,2020,12
Brent,E09000005,12.8.20,10,1855,8,2020,12
Bromley,E09000006,12.8.20,5,1575,8,2020,12
Camden,E09000007,12.8.20,3,757,8,2020,12
Croydon,E09000008,12.8.20,5,1920,8,2020,12
Ealing,E09000009,12.8.20,4,1684,8,2020,12
Enfield,E09000010,12.8.20,2,1265,8,2020,12
Greenwich,E09000011,12.8.20,6,1021,8,2020,12
Hackney and City of London,E09000012,12.8.20,1,1041,8,2020,12
Hammersmith and Fulham,E09000013,12.8.20,6,831,8,2020,12
Haringey,E09000014,12.8.20,5,837,8,2020,12
Harrow,E09000015,12.8.20,4,1355,8,2020,12
Havering,E09000016,12.8.20,2,1032,8,2020,12
Hillingdon,E09000017,12.8.20,9,1210,8,2020,12
Hounslow,E09000018,12.8.20,6,1204,8,2020,12
Islington,E09000019,12.8.20,2,610,8,2020,12
Kensington and Chelsea,E09000020,12.8.20,3,616,8,2020,12
Kingston upon Thames,E09000021,12.8.20,4,780,8,2020,12
Lambeth,E09000022,12.8.20,4,1469,8,2020,12
Lewisham,E09000023,12.8.20,4,1279,8,2020,12
Merton,E09000024,12.8.20,7,987,8,2020,12
Newham,E09000025,12.8.20,6,1387,8,2020,12
Redbridge,E09000026,12.8.20,6,1231,8,2020,12
Richmond upon Thames,E09000027,12.8.20,11,587,8,2020,12
Southwark,E09000028,12.8.20,3,1527,8,2020,12
Sutton,E09000029,12.8.20,1,1047,8,2020,12
Tower Hamlets,E09000030,12.8.20,5,914,8,2020,12
Waltham Forest,E09000031,12.8.20,5,1100,8,2020,12
Wandsworth,E09000032,12.8.20,8,1278,8,2020,12
Westminster,E09000033,12.8.20,2,880,8,2020,12
Barking and Dagenham,E09000002,13.8.20,10,808,8,2020,13
Barnet,E09000003,13.8.20,6,1756,8,2020,13
Bexley,E09000004,13.8.20,3,1127,8,2020,13
Brent,E09000005,13.8.20,3,1858,8,2020,13
Bromley,E09000006,13.8.20,1,1576,8,2020,13
Camden,E09000007,13.8.20,3,760,8,2020,13
Croydon,E09000008,13.8.20,2,1922,8,2020,13
Ealing,E09000009,13.8.20,6,1690,8,2020,13
Enfield,E09000010,13.8.20,1,1266,8,2020,13
Greenwich,E09000011,13.8.20,1,1022,8,2020,13
Hackney and City of London,E09000012,13.8.20,6,1047,8,2020,13
Hammersmith and Fulham,E09000013,13.8.20,5,836,8,2020,13
Haringey,E09000014,13.8.20,5,842,8,2020,13
Harrow,E09000015,13.8.20,5,1360,8,2020,13
Havering,E09000016,13.8.20,1,1033,8,2020,13
Hillingdon,E09000017,13.8.20,3,1213,8,2020,13
Hounslow,E09000018,13.8.20,5,1209,8,2020,13
Islington,E09000019,13.8.20,0,610,8,2020,13
Kensington and Chelsea,E09000020,13.8.20,5,621,8,2020,13
Kingston upon Thames,E09000021,13.8.20,4,784,8,2020,13
Lambeth,E09000022,13.8.20,6,1475,8,2020,13
Lewisham,E09000023,13.8.20,3,1282,8,2020,13
Merton,E09000024,13.8.20,5,992,8,2020,13
Newham,E09000025,13.8.20,10,1397,8,2020,13
Redbridge,E09000026,13.8.20,1,1232,8,2020,13
Richmond upon Thames,E09000027,13.8.20,6,593,8,2020,13
Southwark,E09000028,13.8.20,5,1532,8,2020,13
Sutton,E09000029,13.8.20,1,1048,8,2020,13
Tower Hamlets,E09000030,13.8.20,3,917,8,2020,13
Waltham Forest,E09000031,13.8.20,4,1104,8,2020,13
Wandsworth,E09000032,13.8.20,4,1282,8,2020,13
Westminster,E09000033,13.8.20,1,881,8,2020,13
Barking and Dagenham,E09000002,14.8.20,2,810,8,2020,14
Barnet,E09000003,14.8.20,11,1767,8,2020,14
Bexley,E09000004,14.8.20,2,1129,8,2020,14
Brent,E09000005,14.8.20,3,1861,8,2020,14
Bromley,E09000006,14.8.20,2,1578,8,2020,14
Camden,E09000007,14.8.20,1,761,8,2020,14
Croydon,E09000008,14.8.20,4,1926,8,2020,14
Ealing,E09000009,14.8.20,7,1697,8,2020,14
Enfield,E09000010,14.8.20,4,1270,8,2020,14
Greenwich,E09000011,14.8.20,0,1022,8,2020,14
Hackney and City of London,E09000012,14.8.20,6,1053,8,2020,14
Hammersmith and Fulham,E09000013,14.8.20,6,842,8,2020,14
Haringey,E09000014,14.8.20,3,845,8,2020,14
Harrow,E09000015,14.8.20,3,1363,8,2020,14
Havering,E09000016,14.8.20,4,1037,8,2020,14
Hillingdon,E09000017,14.8.20,5,1218,8,2020,14
Hounslow,E09000018,14.8.20,3,1212,8,2020,14
Islington,E09000019,14.8.20,0,610,8,2020,14
Kensington and Chelsea,E09000020,14.8.20,1,622,8,2020,14
Kingston upon Thames,E09000021,14.8.20,1,785,8,2020,14
Lambeth,E09000022,14.8.20,10,1485,8,2020,14
Lewisham,E09000023,14.8.20,4,1286,8,2020,14
Merton,E09000024,14.8.20,2,994,8,2020,14
Newham,E09000025,14.8.20,4,1401,8,2020,14
Redbridge,E09000026,14.8.20,2,1234,8,2020,14
Richmond upon Thames,E09000027,14.8.20,7,600,8,2020,14
Southwark,E09000028,14.8.20,8,1540,8,2020,14
Sutton,E09000029,14.8.20,1,1049,8,2020,14
Tower Hamlets,E09000030,14.8.20,6,923,8,2020,14
Waltham Forest,E09000031,14.8.20,6,1110,8,2020,14
Wandsworth,E09000032,14.8.20,4,1286,8,2020,14
Westminster,E09000033,14.8.20,4,885,8,2020,14
Barking and Dagenham,E09000002,15.8.20,2,812,8,2020,15
Barnet,E09000003,15.8.20,1,1768,8,2020,15
Bexley,E09000004,15.8.20,0,1129,8,2020,15
Brent,E09000005,15.8.20,2,1863,8,2020,15
Bromley,E09000006,15.8.20,2,1580,8,2020,15
Camden,E09000007,15.8.20,6,767,8,2020,15
Croydon,E09000008,15.8.20,0,1926,8,2020,15
Ealing,E09000009,15.8.20,10,1707,8,2020,15
Enfield,E09000010,15.8.20,2,1272,8,2020,15
Greenwich,E09000011,15.8.20,2,1024,8,2020,15
Hackney and City of London,E09000012,15.8.20,1,1054,8,2020,15
Hammersmith and Fulham,E09000013,15.8.20,4,846,8,2020,15
Haringey,E09000014,15.8.20,4,849,8,2020,15
Harrow,E09000015,15.8.20,4,1367,8,2020,15
Havering,E09000016,15.8.20,4,1041,8,2020,15
Hillingdon,E09000017,15.8.20,7,1225,8,2020,15
Hounslow,E09000018,15.8.20,7,1219,8,2020,15
Islington,E09000019,15.8.20,2,612,8,2020,15
Kensington and Chelsea,E09000020,15.8.20,1,623,8,2020,15
Kingston upon Thames,E09000021,15.8.20,3,788,8,2020,15
Lambeth,E09000022,15.8.20,3,1488,8,2020,15
Lewisham,E09000023,15.8.20,1,1287,8,2020,15
Merton,E09000024,15.8.20,1,995,8,2020,15
Newham,E09000025,15.8.20,6,1407,8,2020,15
Redbridge,E09000026,15.8.20,7,1241,8,2020,15
Richmond upon Thames,E09000027,15.8.20,5,605,8,2020,15
Southwark,E09000028,15.8.20,6,1546,8,2020,15
Sutton,E09000029,15.8.20,0,1049,8,2020,15
Tower Hamlets,E09000030,15.8.20,1,924,8,2020,15
Waltham Forest,E09000031,15.8.20,2,1112,8,2020,15
Wandsworth,E09000032,15.8.20,9,1295,8,2020,15
Westminster,E09000033,15.8.20,0,885,8,2020,15
Barking and Dagenham,E09000002,16.8.20,4,816,8,2020,16
Barnet,E09000003,16.8.20,6,1774,8,2020,16
Bexley,E09000004,16.8.20,0,1129,8,2020,16
Brent,E09000005,16.8.20,2,1865,8,2020,16
Bromley,E09000006,16.8.20,4,1584,8,2020,16
Camden,E09000007,16.8.20,1,768,8,2020,16
Croydon,E09000008,16.8.20,2,1928,8,2020,16
Ealing,E09000009,16.8.20,3,1710,8,2020,16
Enfield,E09000010,16.8.20,2,1274,8,2020,16
Greenwich,E09000011,16.8.20,0,1024,8,2020,16
Hackney and City of London,E09000012,16.8.20,7,1061,8,2020,16
Hammersmith and Fulham,E09000013,16.8.20,0,846,8,2020,16
Haringey,E09000014,16.8.20,1,850,8,2020,16
Harrow,E09000015,16.8.20,1,1368,8,2020,16
Havering,E09000016,16.8.20,2,1043,8,2020,16
