area_name,area_code,date,new_cases,total_cases,Cas_pweek,week_day,week_
Redbridge,E09000026,22/08/2020,3,1261,,,
Redbridge,E09000026,23/08/2020,3,1264,,,
Redbridge,E09000026,24/08/2020,5,1269,,,
Redbridge,E09000026,25/08/2020,3,1272,,,
Redbridge,E09000026,26/08/2020,6,1278,,,
Redbridge,E09000026,27/08/2020,9,1287,,,
Redbridge,E09000026,28/08/2020,6,1293,,,
Redbridge,E09000026,29/08/2020,3,1296,,,
Redbridge,E09000026,30/08/2020,5,1301,,,
Redbridge,E09000026,31/08/2020,12,1313,,,
Redbridge,E09000026,01/09/2020,15,1328,,,
Redbridge,E09000026,02/09/2020,16,1344,,,
Redbridge,E09000026,03/09/2020,24,1368,,,
Redbridge,E09000026,04/09/2020,20,1388,,,
Redbridge,E09000026,05/09/2020,8,1396,,,
Redbridge,E09000026,06/09/2020,13,1409,,,
Redbridge,E09000026,07/09/2020,23,1432,,,
Redbridge,E09000026,08/09/2020,13,1445,,,
Redbridge,E09000026,09/09/2020,16,1461,,,
Redbridge,E09000026,10/09/2020,18,1479,,,
Redbridge,E09000026,11/09/2020,33,1512,,,
Redbridge,E09000026,12/09/2020,8,1520,,,
Redbridge,E09000026,13/09/2020,10,1530,,,
Redbridge,E09000026,14/09/2020,21,1551,,,
Redbridge,E09000026,15/09/2020,30,1581,,,
Redbridge,E09000026,16/09/2020,16,1597,,,
Redbridge,E09000026,17/09/2020,21,1618,,,
Redbridge,E09000026,18/09/2020,29,1647,,,
Redbridge,E09000026,19/09/2020,39,1686,,,
Redbridge,E09000026,20/09/2020,28,1714,,,
Redbridge,E09000026,21/09/2020,17,1731,,,
Redbridge,E09000026,22/09/2020,27,1758,,,
Redbridge,E09000026,23/09/2020,33,1791,,,
Redbridge,E09000026,24/09/2020,45,1836,,,
Redbridge,E09000026,25/09/2020,23,1859,,,
Redbridge,E09000026,26/09/2020,20,1879,,,
Redbridge,E09000026,27/09/2020,18,1897,,,
Redbridge,E09000026,28/09/2020,22,1919,,,
Redbridge,E09000026,29/09/2020,18,1937,,,
Redbridge,E09000026,30/09/2020,0,1937,,,
Richmond upon Thames,E09000027,11/02/2020,0,0,,,
Richmond upon Thames,E09000027,12/02/2020,0,0,,,
Richmond upon Thames,E09000027,13/02/2020,0,0,,,
Richmond upon Thames,E09000027,14/02/2020,0,0,,,
Richmond upon Thames,E09000027,15/02/2020,0,0,,,
Richmond upon Thames,E09000027,16/02/2020,0,0,,,
Richmond upon Thames,E09000027,17/02/2020,0,0,,,
Richmond upon Thames,E09000027,18/02/2020,0,0,,,
Richmond upon Thames,E09000027,19/02/2020,0,0,,,
Richmond upon Thames,E09000027,20/02/2020,0,0,,,
Richmond upon Thames,E09000027,21/02/2020,0,0,,,
Richmond upon Thames,E09000027,22/02/2020,0,0,,,
Richmond upon Thames,E09000027,23/02/2020,0,0,,,
Richmond upon Thames,E09000027,24/02/2020,0,0,,,
Richmond upon Thames,E09000027,25/02/2020,0,0,,,
Richmond upon Thames,E09000027,26/02/2020,0,0,,,
Richmond upon Thames,E09000027,27/02/2020,0,0,,,
Richmond upon Thames,E09000027,28/02/2020,0,0,,,
Richmond upon Thames,E09000027,29/02/2020,0,0,,,
Richmond upon Thames,E09000027,01/03/2020,0,0,,,
Richmond upon Thames,E09000027,02/03/2020,0,0,,,
Richmond upon Thames,E09000027,03/03/2020,0,0,,,
Richmond upon Thames,E09000027,04/03/2020,0,0,,,
Richmond upon Thames,E09000027,05/03/2020,0,0,,,
Richmond upon Thames,E09000027,06/03/2020,2,2,,,
Richmond upon Thames,E09000027,07/03/2020,0,2,,,
Richmond upon Thames,E09000027,08/03/2020,0,2,,,
Richmond upon Thames,E09000027,09/03/2020,0,2,,,
Richmond upon Thames,E09000027,10/03/2020,0,2,,,
Richmond upon Thames,E09000027,11/03/2020,1,3,,,
Richmond upon Thames,E09000027,12/03/2020,1,4,,,
Richmond upon Thames,E09000027,13/03/2020,3,7,,,
Richmond upon Thames,E09000027,14/03/2020,0,7,,,
Richmond upon Thames,E09000027,15/03/2020,2,9,,,
Richmond upon Thames,E09000027,16/03/2020,4,13,,,
Richmond upon Thames,E09000027,17/03/2020,5,18,,,
Richmond upon Thames,E09000027,18/03/2020,5,23,,,
Richmond upon Thames,E09000027,19/03/2020,4,27,,,
Richmond upon Thames,E09000027,20/03/2020,9,36,,,
Richmond upon Thames,E09000027,21/03/2020,2,38,,,
Richmond upon Thames,E09000027,22/03/2020,9,47,,,
Richmond upon Thames,E09000027,23/03/2020,16,63,,,
Richmond upon Thames,E09000027,24/03/2020,14,77,,,
Richmond upon Thames,E09000027,25/03/2020,15,92,,,
Richmond upon Thames,E09000027,26/03/2020,12,104,,,
Richmond upon Thames,E09000027,27/03/2020,19,123,,,
Richmond upon Thames,E09000027,28/03/2020,11,134,,,
Richmond upon Thames,E09000027,29/03/2020,15,149,,,
Richmond upon Thames,E09000027,30/03/2020,12,161,,,
Richmond upon Thames,E09000027,31/03/2020,16,177,,,
Richmond upon Thames,E09000027,01/04/2020,15,192,,,
Richmond upon Thames,E09000027,02/04/2020,8,200,,,
Richmond upon Thames,E09000027,03/04/2020,15,215,,,
Richmond upon Thames,E09000027,04/04/2020,8,223,,,
Richmond upon Thames,E09000027,05/04/2020,7,230,,,
Richmond upon Thames,E09000027,06/04/2020,11,241,,,
Richmond upon Thames,E09000027,07/04/2020,14,255,,,
Richmond upon Thames,E09000027,08/04/2020,9,264,,,
Richmond upon Thames,E09000027,09/04/2020,9,273,,,
Richmond upon Thames,E09000027,10/04/2020,10,283,,,
Richmond upon Thames,E09000027,11/04/2020,6,289,,,
Richmond upon Thames,E09000027,12/04/2020,11,300,,,
Richmond upon Thames,E09000027,13/04/2020,8,308,,,
Richmond upon Thames,E09000027,14/04/2020,9,317,,,
Richmond upon Thames,E09000027,15/04/2020,9,326,,,
Richmond upon Thames,E09000027,16/04/2020,11,337,,,
Richmond upon Thames,E09000027,17/04/2020,7,344,,,
Richmond upon Thames,E09000027,18/04/2020,6,350,,,
Richmond upon Thames,E09000027,19/04/2020,11,361,,,
Richmond upon Thames,E09000027,20/04/2020,6,367,,,
Richmond upon Thames,E09000027,21/04/2020,10,377,,,
Richmond upon Thames,E09000027,22/04/2020,3,380,,,
Richmond upon Thames,E09000027,23/04/2020,4,384,,,
Richmond upon Thames,E09000027,24/04/2020,5,389,,,
Richmond upon Thames,E09000027,25/04/2020,4,393,,,
Richmond upon Thames,E09000027,26/04/2020,1,394,,,
Richmond upon Thames,E09000027,27/04/2020,9,403,,,
Richmond upon Thames,E09000027,28/04/2020,7,410,,,
Richmond upon Thames,E09000027,29/04/2020,15,425,,,
Richmond upon Thames,E09000027,30/04/2020,10,435,,,
Richmond upon Thames,E09000027,01/05/2020,7,442,,,
Richmond upon Thames,E09000027,02/05/2020,3,445,,,
Richmond upon Thames,E09000027,03/05/2020,4,449,,,
Richmond upon Thames,E09000027,04/05/2020,4,453,,,
Richmond upon Thames,E09000027,05/05/2020,3,456,,,
Richmond upon Thames,E09000027,06/05/2020,3,459,,,
Richmond upon Thames,E09000027,07/05/2020,6,465,,,
Richmond upon Thames,E09000027,08/05/2020,3,468,,,
Richmond upon Thames,E09000027,09/05/2020,2,470,,,
Richmond upon Thames,E09000027,10/05/2020,0,470,,,
Richmond upon Thames,E09000027,11/05/2020,4,474,,,
Richmond upon Thames,E09000027,12/05/2020,1,475,,,
Richmond upon Thames,E09000027,13/05/2020,4,479,,,
Richmond upon Thames,E09000027,14/05/2020,1,480,,,
Richmond upon Thames,E09000027,15/05/2020,4,484,,,
Richmond upon Thames,E09000027,16/05/2020,1,485,,,
Richmond upon Thames,E09000027,17/05/2020,1,486,,,
Richmond upon Thames,E09000027,18/05/2020,1,487,,,
Richmond upon Thames,E09000027,19/05/2020,0,487,,,
Richmond upon Thames,E09000027,20/05/2020,1,488,,,
Richmond upon Thames,E09000027,21/05/2020,3,491,,,
Richmond upon Thames,E09000027,22/05/2020,0,491,,,
Richmond upon Thames,E09000027,23/05/2020,0,491,,,
Richmond upon Thames,E09000027,24/05/2020,3,494,,,
Richmond upon Thames,E09000027,25/05/2020,5,499,,,
Richmond upon Thames,E09000027,26/05/2020,3,502,,,
Richmond upon Thames,E09000027,27/05/2020,3,505,,,
Richmond upon Thames,E09000027,28/05/2020,0,505,,,
Richmond upon Thames,E09000027,29/05/2020,0,505,,,
Richmond upon Thames,E09000027,30/05/2020,0,505,,,
Richmond upon Thames,E09000027,31/05/2020,1,506,,,
Richmond upon Thames,E09000027,01/06/2020,1,507,,,
Richmond upon Thames,E09000027,02/06/2020,0,507,,,
Richmond upon Thames,E09000027,03/06/2020,2,509,,,
Richmond upon Thames,E09000027,04/06/2020,3,512,,,
Richmond upon Thames,E09000027,05/06/2020,1,513,,,
Richmond upon Thames,E09000027,06/06/2020,0,513,,,
Richmond upon Thames,E09000027,07/06/2020,0,513,,,
Richmond upon Thames,E09000027,08/06/2020,3,516,,,
Richmond upon Thames,E09000027,09/06/2020,3,519,,,
Richmond upon Thames,E09000027,10/06/2020,1,520,,,
Richmond upon Thames,E09000027,11/06/2020,0,520,,,
Richmond upon Thames,E09000027,12/06/2020,2,522,,,
Richmond upon Thames,E09000027,13/06/2020,0,522,,,
Richmond upon Thames,E09000027,14/06/2020,0,522,,,
Richmond upon Thames,E09000027,15/06/2020,0,522,,,
Richmond upon Thames,E09000027,16/06/2020,1,523,,,
Richmond upon Thames,E09000027,17/06/2020,1,524,,,
Richmond upon Thames,E09000027,18/06/2020,0,524,,,
Richmond upon Thames,E09000027,19/06/2020,0,524,,,
Richmond upon Thames,E09000027,20/06/2020,0,524,,,
Richmond upon Thames,E09000027,21/06/2020,0,524,,,
Richmond upon Thames,E09000027,22/06/2020,4,528,,,
Richmond upon Thames,E09000027,23/06/2020,0,528,,,
Richmond upon Thames,E09000027,24/06/2020,0,528,,,
Richmond upon Thames,E09000027,25/06/2020,1,529,,,
Richmond upon Thames,E09000027,26/06/2020,0,529,,,
Richmond upon Thames,E09000027,27/06/2020,1,530,,,
Richmond upon Thames,E09000027,28/06/2020,0,530,,,
Richmond upon Thames,E09000027,29/06/2020,0,530,,,
Richmond upon Thames,E09000027,30/06/2020,1,531,,,
Richmond upon Thames,E09000027,01/07/2020,1,532,,,
Richmond upon Thames,E09000027,02/07/2020,1,533,,,
Richmond upon Thames,E09000027,03/07/2020,0,533,,,
Richmond upon Thames,E09000027,04/07/2020,1,534,,,
Richmond upon Thames,E09000027,05/07/2020,1,535,,,
Richmond upon Thames,E09000027,06/07/2020,0,535,,,
Richmond upon Thames,E09000027,07/07/2020,1,536,,,
Richmond upon Thames,E09000027,08/07/2020,0,536,,,
Richmond upon Thames,E09000027,09/07/2020,0,536,,,
Richmond upon Thames,E09000027,10/07/2020,0,536,,,
Richmond upon Thames,E09000027,11/07/2020,0,536,,,
Richmond upon Thames,E09000027,12/07/2020,0,536,,,
Richmond upon Thames,E09000027,13/07/2020,1,537,,,
Richmond upon Thames,E09000027,14/07/2020,0,537,,,
Richmond upon Thames,E09000027,15/07/2020,1,538,,,
Richmond upon Thames,E09000027,16/07/2020,1,539,,,
Richmond upon Thames,E09000027,17/07/2020,0,539,,,
Richmond upon Thames,E09000027,18/07/2020,1,540,,,
Richmond upon Thames,E09000027,19/07/2020,0,540,,,
Richmond upon Thames,E09000027,20/07/2020,1,541,,,
Richmond upon Thames,E09000027,21/07/2020,1,542,,,
Richmond upon Thames,E09000027,22/07/2020,1,543,,,
Richmond upon Thames,E09000027,23/07/2020,2,545,,,
Richmond upon Thames,E09000027,24/07/2020,1,546,,,
Richmond upon Thames,E09000027,25/07/2020,1,547,,,
Richmond upon Thames,E09000027,26/07/2020,0,547,,,
Richmond upon Thames,E09000027,27/07/2020,2,549,,,
Richmond upon Thames,E09000027,28/07/2020,1,550,,,
Richmond upon Thames,E09000027,29/07/2020,2,552,,,
Richmond upon Thames,E09000027,30/07/2020,2,554,,,
Richmond upon Thames,E09000027,31/07/2020,1,555,,,
Richmond upon Thames,E09000027,01/08/2020,1,556,,,
Richmond upon Thames,E09000027,02/08/2020,0,556,,,
Richmond upon Thames,E09000027,03/08/2020,1,557,,,
Richmond upon Thames,E09000027,04/08/2020,2,559,,,
Richmond upon Thames,E09000027,05/08/2020,2,561,,,
Richmond upon Thames,E09000027,06/08/2020,2,563,,,
Richmond upon Thames,E09000027,07/08/2020,1,564,,,
Richmond upon Thames,E09000027,08/08/2020,3,567,,,
Richmond upon Thames,E09000027,09/08/2020,1,568,,,
Richmond upon Thames,E09000027,10/08/2020,3,571,,,
Richmond upon Thames,E09000027,11/08/2020,5,576,,,
Richmond upon Thames,E09000027,12/08/2020,11,587,,,
Richmond upon Thames,E09000027,13/08/2020,6,593,,,
Richmond upon Thames,E09000027,14/08/2020,7,600,,,
Richmond upon Thames,E09000027,15/08/2020,5,605,,,
Richmond upon Thames,E09000027,16/08/2020,1,606,,,
Richmond upon Thames,E09000027,17/08/2020,2,608,,,
Richmond upon Thames,E09000027,18/08/2020,3,611,,,
Richmond upon Thames,E09000027,19/08/2020,4,615,,,
Richmond upon Thames,E09000027,20/08/2020,2,617,,,
Richmond upon Thames,E09000027,21/08/2020,4,621,,,
Richmond upon Thames,E09000027,22/08/2020,4,625,,,
Richmond upon Thames,E09000027,23/08/2020,1,626,,,
Richmond upon Thames,E09000027,24/08/2020,5,631,,,
Richmond upon Thames,E09000027,25/08/2020,5,636,,,
Richmond upon Thames,E09000027,26/08/2020,3,639,,,
Richmond upon Thames,E09000027,27/08/2020,10,649,,,
Richmond upon Thames,E09000027,28/08/2020,3,652,,,
Richmond upon Thames,E09000027,29/08/2020,2,654,,,
Richmond upon Thames,E09000027,30/08/2020,2,656,,,
Richmond upon Thames,E09000027,31/08/2020,5,661,,,
Richmond upon Thames,E09000027,01/09/2020,7,668,,,
Richmond upon Thames,E09000027,02/09/2020,4,672,,,
Richmond upon Thames,E09000027,03/09/2020,5,677,,,
Richmond upon Thames,E09000027,04/09/2020,7,684,,,
Richmond upon Thames,E09000027,05/09/2020,5,689,,,
Richmond upon Thames,E09000027,06/09/2020,7,696,,,
Richmond upon Thames,E09000027,07/09/2020,12,708,,,
Richmond upon Thames,E09000027,08/09/2020,4,712,,,
Richmond upon Thames,E09000027,09/09/2020,7,719,,,
Richmond upon Thames,E09000027,10/09/2020,5,724,,,
Richmond upon Thames,E09000027,11/09/2020,3,727,,,
Richmond upon Thames,E09000027,12/09/2020,6,733,,,
Richmond upon Thames,E09000027,13/09/2020,2,735,,,
Richmond upon Thames,E09000027,14/09/2020,3,738,,,
Richmond upon Thames,E09000027,15/09/2020,4,742,,,
Richmond upon Thames,E09000027,16/09/2020,2,744,,,
Richmond upon Thames,E09000027,17/09/2020,4,748,,,
Richmond upon Thames,E09000027,18/09/2020,7,755,,,
Richmond upon Thames,E09000027,19/09/2020,6,761,,,
Richmond upon Thames,E09000027,20/09/2020,1,762,,,
Richmond upon Thames,E09000027,21/09/2020,4,766,,,
Richmond upon Thames,E09000027,22/09/2020,9,775,,,
Richmond upon Thames,E09000027,23/09/2020,6,781,,,
Richmond upon Thames,E09000027,24/09/2020,13,794,,,
Richmond upon Thames,E09000027,25/09/2020,7,801,,,
Richmond upon Thames,E09000027,26/09/2020,15,816,,,
Richmond upon Thames,E09000027,27/09/2020,10,826,,,
Richmond upon Thames,E09000027,28/09/2020,8,834,,,
Richmond upon Thames,E09000027,29/09/2020,10,844,,,
Richmond upon Thames,E09000027,30/09/2020,0,844,,,
Southwark,E09000028,11/02/2020,0,0,,,
Southwark,E09000028,12/02/2020,0,0,,,
Southwark,E09000028,13/02/2020,0,0,,,
Southwark,E09000028,14/02/2020,0,0,,,
Southwark,E09000028,15/02/2020,0,0,,,
Southwark,E09000028,16/02/2020,0,0,,,
Southwark,E09000028,17/02/2020,0,0,,,
Southwark,E09000028,18/02/2020,0,0,,,
Southwark,E09000028,19/02/2020,0,0,,,
Southwark,E09000028,20/02/2020,0,0,,,
Southwark,E09000028,21/02/2020,0,0,,,
Southwark,E09000028,22/02/2020,0,0,,,
Southwark,E09000028,23/02/2020,0,0,,,
Southwark,E09000028,24/02/2020,0,0,,,
Southwark,E09000028,25/02/2020,2,2,,,
Southwark,E09000028,26/02/2020,0,2,,,
Southwark,E09000028,27/02/2020,0,2,,,
Southwark,E09000028,28/02/2020,1,3,,,
Southwark,E09000028,29/02/2020,0,3,,,
Southwark,E09000028,01/03/2020,0,3,,,
Southwark,E09000028,02/03/2020,1,4,,,
Southwark,E09000028,03/03/2020,0,4,,,
Southwark,E09000028,04/03/2020,1,5,,,
Southwark,E09000028,05/03/2020,1,6,,,
Southwark,E09000028,06/03/2020,2,8,,,
Southwark,E09000028,07/03/2020,1,9,,,
Southwark,E09000028,08/03/2020,2,11,,,
Southwark,E09000028,09/03/2020,7,18,,,
Southwark,E09000028,10/03/2020,6,24,,,
Southwark,E09000028,11/03/2020,11,35,,,
Southwark,E09000028,12/03/2020,10,45,,,
Southwark,E09000028,13/03/2020,8,53,,,
Southwark,E09000028,14/03/2020,10,63,,,
Southwark,E09000028,15/03/2020,12,75,,,
Southwark,E09000028,16/03/2020,16,91,,,
Southwark,E09000028,17/03/2020,19,110,,,
Southwark,E09000028,18/03/2020,20,130,,,
Southwark,E09000028,19/03/2020,15,145,,,
Southwark,E09000028,20/03/2020,23,168,,,
Southwark,E09000028,21/03/2020,13,181,,,
Southwark,E09000028,22/03/2020,28,209,,,
Southwark,E09000028,23/03/2020,43,252,,,
Southwark,E09000028,24/03/2020,31,283,,,
Southwark,E09000028,25/03/2020,29,312,,,
Southwark,E09000028,26/03/2020,32,344,,,
Southwark,E09000028,27/03/2020,48,392,,,
Southwark,E09000028,28/03/2020,32,424,,,
Southwark,E09000028,29/03/2020,34,458,,,
Southwark,E09000028,30/03/2020,54,512,,,
Southwark,E09000028,31/03/2020,35,547,,,
Southwark,E09000028,01/04/2020,59,606,,,
Southwark,E09000028,02/04/2020,48,654,,,
Southwark,E09000028,03/04/2020,53,707,,,
Southwark,E09000028,04/04/2020,38,745,,,
Southwark,E09000028,05/04/2020,26,771,,,
Southwark,E09000028,06/04/2020,39,810,,,
Southwark,E09000028,07/04/2020,51,861,,,
Southwark,E09000028,08/04/2020,43,904,,,
Southwark,E09000028,09/04/2020,41,945,,,
Southwark,E09000028,10/04/2020,35,980,,,
Southwark,E09000028,11/04/2020,29,1009,,,
Southwark,E09000028,12/04/2020,12,1021,,,
Southwark,E09000028,13/04/2020,25,1046,,,
Southwark,E09000028,14/04/2020,22,1068,,,
Southwark,E09000028,15/04/2020,27,1095,,,
Southwark,E09000028,16/04/2020,22,1117,,,
Southwark,E09000028,17/04/2020,16,1133,,,
Southwark,E09000028,18/04/2020,17,1150,,,
Southwark,E09000028,19/04/2020,5,1155,,,
Southwark,E09000028,20/04/2020,11,1166,,,
Southwark,E09000028,21/04/2020,18,1184,,,
Southwark,E09000028,22/04/2020,5,1189,,,
Southwark,E09000028,23/04/2020,13,1202,,,
Southwark,E09000028,24/04/2020,12,1214,,,
Southwark,E09000028,25/04/2020,3,1217,,,
Southwark,E09000028,26/04/2020,10,1227,,,
Southwark,E09000028,27/04/2020,17,1244,,,
Southwark,E09000028,28/04/2020,7,1251,,,
Southwark,E09000028,29/04/2020,16,1267,,,
Southwark,E09000028,30/04/2020,15,1282,,,
Southwark,E09000028,01/05/2020,12,1294,,,
Southwark,E09000028,02/05/2020,3,1297,,,
Southwark,E09000028,03/05/2020,3,1300,,,
Southwark,E09000028,04/05/2020,7,1307,,,
Southwark,E09000028,05/05/2020,7,1314,,,
Southwark,E09000028,06/05/2020,9,1323,,,
Southwark,E09000028,07/05/2020,4,1327,,,
Southwark,E09000028,08/05/2020,4,1331,,,
Southwark,E09000028,09/05/2020,7,1338,,,
Southwark,E09000028,10/05/2020,6,1344,,,
Southwark,E09000028,11/05/2020,10,1354,,,
Southwark,E09000028,12/05/2020,9,1363,,,
Southwark,E09000028,13/05/2020,5,1368,,,
Southwark,E09000028,14/05/2020,4,1372,,,
Southwark,E09000028,15/05/2020,5,1377,,,
Southwark,E09000028,16/05/2020,2,1379,,,
Southwark,E09000028,17/05/2020,0,1379,,,
Southwark,E09000028,18/05/2020,2,1381,,,
Southwark,E09000028,19/05/2020,1,1382,,,
Southwark,E09000028,20/05/2020,0,1382,,,
Southwark,E09000028,21/05/2020,2,1384,,,
Southwark,E09000028,22/05/2020,0,1384,,,
Southwark,E09000028,23/05/2020,3,1387,,,
Southwark,E09000028,24/05/2020,1,1388,,,
Southwark,E09000028,25/05/2020,2,1390,,,
Southwark,E09000028,26/05/2020,1,1391,,,
Southwark,E09000028,27/05/2020,6,1397,,,
Southwark,E09000028,28/05/2020,3,1400,,,
Southwark,E09000028,29/05/2020,1,1401,,,
Southwark,E09000028,30/05/2020,0,1401,,,
Southwark,E09000028,31/05/2020,1,1402,,,
Southwark,E09000028,01/06/2020,1,1403,,,
Southwark,E09000028,02/06/2020,0,1403,,,
Southwark,E09000028,03/06/2020,2,1405,,,
Southwark,E09000028,04/06/2020,0,1405,,,
Southwark,E09000028,05/06/2020,1,1406,,,
Southwark,E09000028,06/06/2020,0,1406,,,
Southwark,E09000028,07/06/2020,1,1407,,,
Southwark,E09000028,08/06/2020,0,1407,,,
Southwark,E09000028,09/06/2020,0,1407,,,
Southwark,E09000028,10/06/2020,1,1408,,,
Southwark,E09000028,11/06/2020,0,1408,,,
Southwark,E09000028,12/06/2020,0,1408,,,
Southwark,E09000028,13/06/2020,2,1410,,,
Southwark,E09000028,14/06/2020,1,1411,,,
Southwark,E09000028,15/06/2020,1,1412,,,
Southwark,E09000028,16/06/2020,1,1413,,,
Southwark,E09000028,17/06/2020,1,1414,,,
Southwark,E09000028,18/06/2020,5,1419,,,
Southwark,E09000028,19/06/2020,2,1421,,,
Southwark,E09000028,20/06/2020,1,1422,,,
Southwark,E09000028,21/06/2020,0,1422,,,
Southwark,E09000028,22/06/2020,1,1423,,,
Southwark,E09000028,23/06/2020,0,1423,,,
Southwark,E09000028,24/06/2020,1,1424,,,
Southwark,E09000028,25/06/2020,0,1424,,,
Southwark,E09000028,26/06/2020,1,1425,,,
Southwark,E09000028,27/06/2020,2,1427,,,
Southwark,E09000028,28/06/2020,1,1428,,,
Southwark,E09000028,29/06/2020,6,1434,,,
Southwark,E09000028,30/06/2020,0,1434,,,
Southwark,E09000028,01/07/2020,1,1435,,,
Southwark,E09000028,02/07/2020,2,1437,,,
Southwark,E09000028,03/07/2020,3,1440,,,
Southwark,E09000028,04/07/2020,0,1440,,,
Southwark,E09000028,05/07/2020,0,1440,,,
Southwark,E09000028,06/07/2020,3,1443,,,
Southwark,E09000028,07/07/2020,3,1446,,,
Southwark,E09000028,08/07/2020,1,1447,,,
Southwark,E09000028,09/07/2020,1,1448,,,
Southwark,E09000028,10/07/2020,2,1450,,,
Southwark,E09000028,11/07/2020,0,1450,,,
Southwark,E09000028,12/07/2020,0,1450,,,
Southwark,E09000028,13/07/2020,3,1453,,,
Southwark,E09000028,14/07/2020,1,1454,,,
Southwark,E09000028,15/07/2020,3,1457,,,
Southwark,E09000028,16/07/2020,2,1459,,,
Southwark,E09000028,17/07/2020,1,1460,,,
Southwark,E09000028,18/07/2020,3,1463,,,
Southwark,E09000028,19/07/2020,1,1464,,,
Southwark,E09000028,20/07/2020,5,1469,,,
Southwark,E09000028,21/07/2020,1,1470,,,
Southwark,E09000028,22/07/2020,5,1475,,,
Southwark,E09000028,23/07/2020,2,1477,,,
Southwark,E09000028,24/07/2020,1,1478,,,
Southwark,E09000028,25/07/2020,2,1480,,,
Southwark,E09000028,26/07/2020,4,1484,,,
Southwark,E09000028,27/07/2020,3,1487,,,
Southwark,E09000028,28/07/2020,4,1491,,,
Southwark,E09000028,29/07/2020,3,1494,,,
Southwark,E09000028,30/07/2020,1,1495,,,
Southwark,E09000028,31/07/2020,0,1495,,,
Southwark,E09000028,01/08/2020,2,1497,,,
Southwark,E09000028,02/08/2020,2,1499,,,
Southwark,E09000028,03/08/2020,0,1499,,,
Southwark,E09000028,04/08/2020,4,1503,,,
Southwark,E09000028,05/08/2020,2,1505,,,
Southwark,E09000028,06/08/2020,1,1506,,,
Southwark,E09000028,07/08/2020,6,1512,,,
Southwark,E09000028,08/08/2020,4,1516,,,
Southwark,E09000028,09/08/2020,2,1518,,,
Southwark,E09000028,10/08/2020,7,1525,,,
Southwark,E09000028,11/08/2020,0,1525,,,
Southwark,E09000028,12/08/2020,3,1528,,,
Southwark,E09000028,13/08/2020,5,1533,,,
Southwark,E09000028,14/08/2020,8,1541,,,
Southwark,E09000028,15/08/2020,6,1547,,,
Southwark,E09000028,16/08/2020,8,1555,,,
Southwark,E09000028,17/08/2020,9,1564,,,
Southwark,E09000028,18/08/2020,6,1570,,,
Southwark,E09000028,19/08/2020,7,1577,,,
Southwark,E09000028,20/08/2020,13,1590,,,
Southwark,E09000028,21/08/2020,8,1598,,,
Southwark,E09000028,22/08/2020,4,1602,,,
Southwark,E09000028,23/08/2020,6,1608,,,
Southwark,E09000028,24/08/2020,11,1619,,,
Southwark,E09000028,25/08/2020,2,1621,,,
Southwark,E09000028,26/08/2020,4,1625,,,
Southwark,E09000028,27/08/2020,5,1630,,,
Southwark,E09000028,28/08/2020,9,1639,,,
Southwark,E09000028,29/08/2020,3,1642,,,
Southwark,E09000028,30/08/2020,2,1644,,,
Southwark,E09000028,31/08/2020,2,1646,,,
Southwark,E09000028,01/09/2020,13,1659,,,
Southwark,E09000028,02/09/2020,18,1677,,,
Southwark,E09000028,03/09/2020,7,1684,,,
Southwark,E09000028,04/09/2020,11,1695,,,
Southwark,E09000028,05/09/2020,12,1707,,,
Southwark,E09000028,06/09/2020,5,1712,,,
Southwark,E09000028,07/09/2020,18,1730,,,
Southwark,E09000028,08/09/2020,10,1740,,,
Southwark,E09000028,09/09/2020,11,1751,,,
Southwark,E09000028,10/09/2020,12,1763,,,
Southwark,E09000028,11/09/2020,10,1773,,,
Southwark,E09000028,12/09/2020,6,1779,,,
Southwark,E09000028,13/09/2020,2,1781,,,
Southwark,E09000028,14/09/2020,11,1792,,,
Southwark,E09000028,15/09/2020,7,1799,,,
Southwark,E09000028,16/09/2020,14,1813,,,
Southwark,E09000028,17/09/2020,15,1828,,,
Southwark,E09000028,18/09/2020,14,1842,,,
Southwark,E09000028,19/09/2020,16,1858,,,
Southwark,E09000028,20/09/2020,13,1871,,,
Southwark,E09000028,21/09/2020,19,1890,,,
Southwark,E09000028,22/09/2020,20,1910,,,
Southwark,E09000028,23/09/2020,20,1930,,,
Southwark,E09000028,24/09/2020,13,1943,,,
Southwark,E09000028,25/09/2020,24,1967,,,
Southwark,E09000028,26/09/2020,9,1976,,,
Southwark,E09000028,27/09/2020,6,1982,,,
Southwark,E09000028,28/09/2020,19,2001,,,
Southwark,E09000028,29/09/2020,5,2006,,,
Southwark,E09000028,30/09/2020,0,2006,,,
Sutton,E09000029,11/02/2020,0,0,,,
Sutton,E09000029,12/02/2020,0,0,,,
Sutton,E09000029,13/02/2020,0,0,,,
Sutton,E09000029,14/02/2020,0,0,,,
Sutton,E09000029,15/02/2020,0,0,,,
Sutton,E09000029,16/02/2020,0,0,,,
Sutton,E09000029,17/02/2020,0,0,,,
Sutton,E09000029,18/02/2020,0,0,,,
Sutton,E09000029,19/02/2020,0,0,,,
Sutton,E09000029,20/02/2020,0,0,,,
Sutton,E09000029,21/02/2020,0,0,,,
Sutton,E09000029,22/02/2020,0,0,,,
Sutton,E09000029,23/02/2020,0,0,,,
Sutton,E09000029,24/02/2020,0,0,,,
Sutton,E09000029,25/02/2020,0,0,,,
Sutton,E09000029,26/02/2020,0,0,,,
