count,rate,GROUP,date,day
96251,2648.26,Medium poverty,2020-10-18,154
61077,2884.23,High poverty,2020-10-18,154
44577,3266.98,Very high poverty,2020-10-18,154
39988,2189.72,Low poverty,2020-10-19,155
96464,2654.34,Medium poverty,2020-10-19,155
61197,2890.11,High poverty,2020-10-19,155
44664,3273.22,Very high poverty,2020-10-19,155
40065,2194.6,Low poverty,2020-10-20,156
96613,2658.73,Medium poverty,2020-10-20,156
61268,2893.64,High poverty,2020-10-20,156
44735,3278.21,Very high poverty,2020-10-20,156
40187,2202.08,Low poverty,2020-10-21,157
96923,2667.83,Medium poverty,2020-10-21,157
61447,2902.2,High poverty,2020-10-21,157
44839,3285.77,Very high poverty,2020-10-21,157
40256,2206.42,Low poverty,2020-10-22,158
97093,2672.92,Medium poverty,2020-10-22,158
61565,2907.8,High poverty,2020-10-22,158
44922,3291.74,Very high poverty,2020-10-22,158
40348,2211.73,Low poverty,2020-10-23,159
97304,2679.16,Medium poverty,2020-10-23,159
61675,2913.1,High poverty,2020-10-23,159
44991,3296.75,Very high poverty,2020-10-23,159
40555,2224.15,Low poverty,2020-10-24,160
97727,2691.46,Medium poverty,2020-10-24,160
61887,2923.43,High poverty,2020-10-24,160
45129,3306.76,Very high poverty,2020-10-24,160
40601,2226.94,Low poverty,2020-10-25,161
97830,2694.42,Medium poverty,2020-10-25,161
62007,2929.24,High poverty,2020-10-25,161
45206,3312.16,Very high poverty,2020-10-25,161
40648,2229.94,Low poverty,2020-10-26,162
97968,2698.47,Medium poverty,2020-10-26,162
62117,2934.64,High poverty,2020-10-26,162
45277,3317.33,Very high poverty,2020-10-26,162
40761,2236.59,Low poverty,2020-10-27,163
98209,2705.79,Medium poverty,2020-10-27,163
62232,2940.23,High poverty,2020-10-27,163
45367,3323.78,Very high poverty,2020-10-27,163
40853,2242.21,Low poverty,2020-10-28,164
98400,2711.32,Medium poverty,2020-10-28,164
62388,2947.93,High poverty,2020-10-28,164
45484,3332.18,Very high poverty,2020-10-28,164
40909,2245.72,Low poverty,2020-10-29,165
98497,2714.01,Medium poverty,2020-10-29,165
62502,2953.43,High poverty,2020-10-29,165
45540,3336.19,Very high poverty,2020-10-29,165
41114,2258.21,Low poverty,2020-10-30,166
99008,2729.08,Medium poverty,2020-10-30,166
62762,2966.13,High poverty,2020-10-30,166
45684,3346.4,Very high poverty,2020-10-30,166
41258,2267.16,Low poverty,2020-10-31,167
99255,2736.39,Medium poverty,2020-10-31,167
62920,2973.92,High poverty,2020-10-31,167
45777,3352.97,Very high poverty,2020-10-31,167
41363,2273.77,Low poverty,2020-11-01,168
99485,2743.08,Medium poverty,2020-11-01,168
63052,2980.3,High poverty,2020-11-01,168
45892,3361.26,Very high poverty,2020-11-01,168
41468,2280.24,Low poverty,2020-11-02,169
99666,2748.39,Medium poverty,2020-11-02,169
63154,2985.32,High poverty,2020-11-02,169
45952,3365.55,Very high poverty,2020-11-02,169
41616,2289.33,Low poverty,2020-11-03,170
99930,2755.96,Medium poverty,2020-11-03,170
63360,2995.46,High poverty,2020-11-03,170
46063,3373.55,Very high poverty,2020-11-03,170
41738,2297.16,Low poverty,2020-11-04,171
100166,2762.92,Medium poverty,2020-11-04,171
63510,3002.83,High poverty,2020-11-04,171
46144,3379.37,Very high poverty,2020-11-04,171
41900,2307.17,Low poverty,2020-11-05,172
100458,2771.54,Medium poverty,2020-11-05,172
63707,3012.52,High poverty,2020-11-05,172
46277,3388.96,Very high poverty,2020-11-05,172
42141,2321.95,Low poverty,2020-11-06,173
100847,2782.78,Medium poverty,2020-11-06,173
63964,3025.02,High poverty,2020-11-06,173
46461,3402.19,Very high poverty,2020-11-06,173
42349,2334.43,Low poverty,2020-11-07,174
101303,2796.01,Medium poverty,2020-11-07,174
64264,3039.68,High poverty,2020-11-07,174
46650,3415.71,Very high poverty,2020-11-07,174
42438,2339.59,Low poverty,2020-11-08,175
101550,2803.41,Medium poverty,2020-11-08,175
64446,3048.53,High poverty,2020-11-08,175
46784,3425.47,Very high poverty,2020-11-08,175
41189,2312.49,Low poverty,2020-11-09,176
107334,2839.69,Medium poverty,2020-11-09,176
64850,3058.8,High poverty,2020-11-09,176
41922,3720.02,Very high poverty,2020-11-09,176
41480,2330.44,Low poverty,2020-11-10,177
107878,2855.21,Medium poverty,2020-11-10,177
65190,3074.9,High poverty,2020-11-10,177
42130,3737.91,Very high poverty,2020-11-10,177
41727,2346.16,Low poverty,2020-11-11,178
108304,2867.22,Medium poverty,2020-11-11,178
65431,3086.39,High poverty,2020-11-11,178
42239,3747.44,Very high poverty,2020-11-11,178
41896,2357.21,Low poverty,2020-11-12,179
108752,2879.87,Medium poverty,2020-11-12,179
65756,3102.18,High poverty,2020-11-12,179
42424,3763.88,Very high poverty,2020-11-12,179
42092,2369.21,Low poverty,2020-11-13,180
109242,2894.23,Medium poverty,2020-11-13,180
66059,3116.59,High poverty,2020-11-13,180
42584,3777.83,Very high poverty,2020-11-13,180
42358,2385.62,Low poverty,2020-11-14,181
109736,2908.39,Medium poverty,2020-11-14,181
66352,3130.62,High poverty,2020-11-14,181
42762,3793.08,Very high poverty,2020-11-14,181
42668,2404.5,Low poverty,2020-11-15,182
110368,2926.32,Medium poverty,2020-11-15,182
66708,3147.84,High poverty,2020-11-15,182
42951,3809.36,Very high poverty,2020-11-15,182
42862,2416.67,Low poverty,2020-11-16,183
110757,2937,Medium poverty,2020-11-16,183
66953,3159.65,High poverty,2020-11-16,183
43092,3821.61,Very high poverty,2020-11-16,183
43193,2437.21,Low poverty,2020-11-17,184
111408,2955.33,Medium poverty,2020-11-17,184
67324,3177.59,High poverty,2020-11-17,184
43283,3837.85,Very high poverty,2020-11-17,184
43472,2454.62,Low poverty,2020-11-18,185
111897,2969.24,Medium poverty,2020-11-18,185
67656,3193.87,High poverty,2020-11-18,185
43450,3852.47,Very high poverty,2020-11-18,185
43779,2473.89,Low poverty,2020-11-19,186
112507,2986.97,Medium poverty,2020-11-19,186
68015,3210.88,High poverty,2020-11-19,186
43652,3869.67,Very high poverty,2020-11-19,186
44054,2491.57,Low poverty,2020-11-20,187
113089,3003.43,Medium poverty,2020-11-20,187
68363,3227.87,High poverty,2020-11-20,187
43869,3888.79,Very high poverty,2020-11-20,187
44344,2510.13,Low poverty,2020-11-21,188
113664,3019.41,Medium poverty,2020-11-21,188
68809,3249.59,High poverty,2020-11-21,188
44121,3910.27,Very high poverty,2020-11-21,188
44659,2529.2,Low poverty,2020-11-22,189
114256,3036.14,Medium poverty,2020-11-22,189
69101,3263.61,High poverty,2020-11-22,189
44321,3927.8,Very high poverty,2020-11-22,189
45054,2553.57,Low poverty,2020-11-23,190
114864,3053.33,Medium poverty,2020-11-23,190
69500,3282.72,High poverty,2020-11-23,190
44558,3948.15,Very high poverty,2020-11-23,190
45342,2571.07,Low poverty,2020-11-24,191
115414,3068.63,Medium poverty,2020-11-24,191
69838,3298.93,High poverty,2020-11-24,191
44732,3963.17,Very high poverty,2020-11-24,191
45635,2589.28,Low poverty,2020-11-25,192
115940,3083.36,Medium poverty,2020-11-25,192
70152,3314,High poverty,2020-11-25,192
44905,3978.44,Very high poverty,2020-11-25,192
46060,2614.75,Low poverty,2020-11-26,193
116753,3106.23,Medium poverty,2020-11-26,193
70598,3335.49,High poverty,2020-11-26,193
45180,4002.34,Very high poverty,2020-11-26,193
46433,2637.98,Low poverty,2020-11-27,194
117534,3128.23,Medium poverty,2020-11-27,194
71069,3358.39,High poverty,2020-11-27,194
45438,4025.07,Very high poverty,2020-11-27,194
46787,2659.8,Low poverty,2020-11-28,195
118312,3150.29,Medium poverty,2020-11-28,195
71580,3382.85,High poverty,2020-11-28,195
45699,4047.96,Very high poverty,2020-11-28,195
47088,2678.4,Low poverty,2020-11-29,196
118778,3163.05,Medium poverty,2020-11-29,196
71911,3398.86,High poverty,2020-11-29,196
45884,4064.26,Very high poverty,2020-11-29,196
47521,2705.04,Low poverty,2020-11-30,197
119654,3187.91,Medium poverty,2020-11-30,197
72432,3423.91,High poverty,2020-11-30,197
46150,4087.42,Very high poverty,2020-11-30,197
47990,2734.32,Low poverty,2020-12-01,198
120553,3213.25,Medium poverty,2020-12-01,198
72984,3450.53,High poverty,2020-12-01,198
46444,4112.98,Very high poverty,2020-12-01,198
48637,2774.71,Low poverty,2020-12-02,199
121470,3239.55,Medium poverty,2020-12-02,199
73553,3478.07,High poverty,2020-12-02,199
46695,4135.14,Very high poverty,2020-12-02,199
49026,2799.1,Low poverty,2020-12-03,200
122534,3269.46,Medium poverty,2020-12-03,200
74249,3511.67,High poverty,2020-12-03,200
47048,4166.23,Very high poverty,2020-12-03,200
49643,2838.1,Low poverty,2020-12-04,201
123643,3300.8,Medium poverty,2020-12-04,201
75014,3548.67,High poverty,2020-12-04,201
47396,4196.69,Very high poverty,2020-12-04,201
50180,2871.51,Low poverty,2020-12-05,202
124656,3329.21,Medium poverty,2020-12-05,202
75638,3579.52,High poverty,2020-12-05,202
47718,4225.27,Very high poverty,2020-12-05,202
50710,2904.18,Low poverty,2020-12-06,203
125602,3355.83,Medium poverty,2020-12-06,203
76229,3608.1,High poverty,2020-12-06,203
48052,4254.05,Very high poverty,2020-12-06,203
49727,2852.38,Low poverty,2020-12-07,204
122720,3280.12,Medium poverty,2020-12-07,204
74841,3541.86,High poverty,2020-12-07,204
47053,4163.55,Very high poverty,2020-12-07,204
50260,2886.23,Low poverty,2020-12-08,205
123779,3310.91,Medium poverty,2020-12-08,205
75516,3574.46,High poverty,2020-12-08,205
47430,4196.06,Very high poverty,2020-12-08,205
50718,2915.39,Low poverty,2020-12-09,206
124817,3340.51,Medium poverty,2020-12-09,206
76151,3605.06,High poverty,2020-12-09,206
47802,4228.2,Very high poverty,2020-12-09,206
51215,2945.71,Low poverty,2020-12-10,207
125814,3368.18,Medium poverty,2020-12-10,207
76852,3638.51,High poverty,2020-12-10,207
48147,4258.3,Very high poverty,2020-12-10,207
51839,2984.74,Low poverty,2020-12-11,208
126844,3397.3,Medium poverty,2020-12-11,208
77496,3669.1,High poverty,2020-12-11,208
48461,4285.48,Very high poverty,2020-12-11,208
52401,3019.8,Low poverty,2020-12-12,209
128188,3435.35,Medium poverty,2020-12-12,209
78331,3708.86,High poverty,2020-12-12,209
48857,4320.53,Very high poverty,2020-12-12,209
52893,3051.24,Low poverty,2020-12-13,210
129199,3463.55,Medium poverty,2020-12-13,210
78984,3740.65,High poverty,2020-12-13,210
49229,4353.12,Very high poverty,2020-12-13,210
53356,3080.45,Low poverty,2020-12-14,211
130164,3490.98,Medium poverty,2020-12-14,211
79569,3768.78,High poverty,2020-12-14,211
49508,4377.45,Very high poverty,2020-12-14,211
53871,3114.25,Low poverty,2020-12-15,212
131435,3526.66,Medium poverty,2020-12-15,212
80441,3811.29,High poverty,2020-12-15,212
49936,4415.24,Very high poverty,2020-12-15,212
54418,3146.55,Low poverty,2020-12-16,213
132428,3554.84,Medium poverty,2020-12-16,213
81067,3841.07,High poverty,2020-12-16,213
50272,4444.76,Very high poverty,2020-12-16,213
54873,3174.43,Low poverty,2020-12-17,214
133506,3585.38,Medium poverty,2020-12-17,214
81710,3872.11,High poverty,2020-12-17,214
50617,4474.27,Very high poverty,2020-12-17,214
55549,3216.47,Low poverty,2020-12-18,215
135142,3631.55,Medium poverty,2020-12-18,215
82658,3917.69,High poverty,2020-12-18,215
51137,4519.21,Very high poverty,2020-12-18,215
56091,3248.88,Low poverty,2020-12-19,216
136182,3660.38,Medium poverty,2020-12-19,216
83285,3948.01,High poverty,2020-12-19,216
51509,4551.8,Very high poverty,2020-12-19,216
56582,3279.41,Low poverty,2020-12-20,217
137115,3686.49,Medium poverty,2020-12-20,217
83766,3971.05,High poverty,2020-12-20,217
51799,4577.15,Very high poverty,2020-12-20,217
57099,3311.67,Low poverty,2020-12-21,218
138191,3716.74,Medium poverty,2020-12-21,218
84426,4002.25,High poverty,2020-12-21,218
52166,4609.27,Very high poverty,2020-12-21,218
57588,3341.19,Low poverty,2020-12-22,219
139246,3745.95,Medium poverty,2020-12-22,219
85089,4034.15,High poverty,2020-12-22,219
52465,4635.49,Very high poverty,2020-12-22,219
58198,3379.42,Low poverty,2020-12-23,220
140530,3782.16,Medium poverty,2020-12-23,220
85913,4073.71,High poverty,2020-12-23,220
52866,4670.22,Very high poverty,2020-12-23,220
58892,3422.62,Low poverty,2020-12-24,221
142144,3827.7,Medium poverty,2020-12-24,221
86856,4119,High poverty,2020-12-24,221
53310,4709.17,Very high poverty,2020-12-24,221
59601,3467.62,Low poverty,2020-12-25,222
143527,3866.33,Medium poverty,2020-12-25,222
87737,4161.56,High poverty,2020-12-25,222
53777,4749.81,Very high poverty,2020-12-25,222
60217,3506.21,Low poverty,2020-12-26,223
144764,3901.6,Medium poverty,2020-12-26,223
88546,4200.77,High poverty,2020-12-26,223
54194,4786.24,Very high poverty,2020-12-26,223
60688,3535.3,Low poverty,2020-12-27,224
145813,3930.82,Medium poverty,2020-12-27,224
89177,4231.17,High poverty,2020-12-27,224
54549,4817.72,Very high poverty,2020-12-27,224
61191,3566.47,Low poverty,2020-12-28,225
146780,3957.89,Medium poverty,2020-12-28,225
89811,4261.74,High poverty,2020-12-28,225
54842,4843.08,Very high poverty,2020-12-28,225
61875,3608.9,Low poverty,2020-12-29,226
148479,4005.53,Medium poverty,2020-12-29,226
90824,4310.29,High poverty,2020-12-29,226
55326,4885.81,Very high poverty,2020-12-29,226
62489,3647.47,Low poverty,2020-12-30,227
149919,4046.26,Medium poverty,2020-12-30,227
91655,4350.64,High poverty,2020-12-30,227
55751,4922.69,Very high poverty,2020-12-30,227
63181,3688.62,Low poverty,2020-12-31,228
151481,4088.83,Medium poverty,2020-12-31,228
92526,4392.53,High poverty,2020-12-31,228
56314,4971.49,Very high poverty,2020-12-31,228
64044,3741.33,Low poverty,2021-01-01,229
153431,4143.4,Medium poverty,2021-01-01,229
93616,4444.98,High poverty,2021-01-01,229
56972,5028.89,Very high poverty,2021-01-01,229
64930,3795.96,Low poverty,2021-01-02,230
155450,4199.86,Medium poverty,2021-01-02,230
94790,4501.66,High poverty,2021-01-02,230
57719,5094.2,Very high poverty,2021-01-02,230
65466,3829.86,Low poverty,2021-01-03,231
156668,4234.17,Medium poverty,2021-01-03,231
95492,4535.59,High poverty,2021-01-03,231
58101,5127.94,Very high poverty,2021-01-03,231
66033,3865.97,Low poverty,2021-01-04,232
157827,4266.56,Medium poverty,2021-01-04,232
96168,4567.83,High poverty,2021-01-04,232
58453,5158.04,Very high poverty,2021-01-04,232
66815,3914.39,Low poverty,2021-01-05,233
159452,4312.29,Medium poverty,2021-01-05,233
97123,4613.99,High poverty,2021-01-05,233
58955,5202.11,Very high poverty,2021-01-05,233
67639,3966.81,Low poverty,2021-01-06,234
161147,4359.88,Medium poverty,2021-01-06,234
98057,4658.89,High poverty,2021-01-06,234
59437,5244.21,Very high poverty,2021-01-06,234
68561,4023.94,Low poverty,2021-01-07,235
163115,4414.81,Medium poverty,2021-01-07,235
99370,4722.22,High poverty,2021-01-07,235
60167,5308.02,Very high poverty,2021-01-07,235
69453,4080.25,Low poverty,2021-01-08,236
165214,4474.16,Medium poverty,2021-01-08,236
100672,4784.75,High poverty,2021-01-08,236
60912,5372.52,Very high poverty,2021-01-08,236
70375,4138.21,Low poverty,2021-01-09,237
167117,4527.58,Medium poverty,2021-01-09,237
101865,4841.62,High poverty,2021-01-09,237
61567,5429.77,Very high poverty,2021-01-09,237
71355,4198.68,Low poverty,2021-01-10,238
169077,4582.69,Medium poverty,2021-01-10,238
103108,4901.65,High poverty,2021-01-10,238
62244,5488.24,Very high poverty,2021-01-10,238
72092,4245.44,Low poverty,2021-01-11,239
170804,4631.39,Medium poverty,2021-01-11,239
104114,4950.28,High poverty,2021-01-11,239
62888,5544.68,Very high poverty,2021-01-11,239
73037,4304.93,Low poverty,2021-01-12,240
172845,4689.17,Medium poverty,2021-01-12,240
105367,5010.23,High poverty,2021-01-12,240
63607,5607.3,Very high poverty,2021-01-12,240
73925,4361.26,Low poverty,2021-01-13,241
174724,4742.46,Medium poverty,2021-01-13,241
106494,5064.2,High poverty,2021-01-13,241
64116,5650.72,Very high poverty,2021-01-13,241
74737,4413,Low poverty,2021-01-14,242
176699,4798.52,Medium poverty,2021-01-14,242
107746,5124.45,High poverty,2021-01-14,242
64747,5705.69,Very high poverty,2021-01-14,242
75846,4481.52,Low poverty,2021-01-15,243
179238,4870.31,Medium poverty,2021-01-15,243
109172,5193.17,High poverty,2021-01-15,243
65633,5782.97,Very high poverty,2021-01-15,243
76692,4533.57,Low poverty,2021-01-16,244
181318,4928.42,Medium poverty,2021-01-16,244
110424,5253.4,High poverty,2021-01-16,244
66325,5843.26,Very high poverty,2021-01-16,244
77535,4586.27,Low poverty,2021-01-17,245
183364,4986.06,Medium poverty,2021-01-17,245
111610,5310.86,High poverty,2021-01-17,245
67091,5909.92,Very high poverty,2021-01-17,245
78229,4630.14,Low poverty,2021-01-18,246
185185,5037.31,Medium poverty,2021-01-18,246
112802,5368.62,High poverty,2021-01-18,246
67732,5965.18,Very high poverty,2021-01-18,246
79022,4680.17,Low poverty,2021-01-19,247
187012,5088.63,Medium poverty,2021-01-19,247
113916,5422.57,High poverty,2021-01-19,247
68290,6014.12,Very high poverty,2021-01-19,247
79630,4717.65,Low poverty,2021-01-20,248
188589,5133.35,Medium poverty,2021-01-20,248
114767,5463.5,High poverty,2021-01-20,248
68661,6046.02,Very high poverty,2021-01-20,248
80339,4761.81,Low poverty,2021-01-21,249
190359,5182.99,Medium poverty,2021-01-21,249
115873,5516.94,High poverty,2021-01-21,249
69225,6095.42,Very high poverty,2021-01-21,249
81155,4811.35,Low poverty,2021-01-22,250
192447,5241.58,Medium poverty,2021-01-22,250
117146,5577.47,High poverty,2021-01-22,250
70032,6166.03,Very high poverty,2021-01-22,250
81964,4862.05,Low poverty,2021-01-23,251
194449,5298.17,Medium poverty,2021-01-23,251
118284,5632.04,High poverty,2021-01-23,251
70805,6233.97,Very high poverty,2021-01-23,251
82747,4911.29,Low poverty,2021-01-24,252
196536,5356.92,Medium poverty,2021-01-24,252
119564,5693.98,High poverty,2021-01-24,252
71574,6301.28,Very high poverty,2021-01-24,252
83316,4945.88,Low poverty,2021-01-25,253
198184,5403.29,Medium poverty,2021-01-25,253
120546,5740.85,High poverty,2021-01-25,253
72225,6358.34,Very high poverty,2021-01-25,253
83912,4982.59,Low poverty,2021-01-26,254
199865,5451.06,Medium poverty,2021-01-26,254
121594,5791.49,High poverty,2021-01-26,254
72811,6409.27,Very high poverty,2021-01-26,254
84475,5017.48,Low poverty,2021-01-27,255
201155,5487.4,Medium poverty,2021-01-27,255
122338,5827.36,High poverty,2021-01-27,255
73195,6442.68,Very high poverty,2021-01-27,255
85174,5060.84,Low poverty,2021-01-28,256
203205,5544.75,Medium poverty,2021-01-28,256
123675,5892.13,High poverty,2021-01-28,256
73935,6507.82,Very high poverty,2021-01-28,256
85914,5105.96,Low poverty,2021-01-29,257
205144,5599.57,Medium poverty,2021-01-29,257
124869,5949.43,High poverty,2021-01-29,257
74681,6572.89,Very high poverty,2021-01-29,257
86689,5153.69,Low poverty,2021-01-30,258
207400,5662.66,Medium poverty,2021-01-30,258
126222,6015.11,High poverty,2021-01-30,258
75470,6641.96,Very high poverty,2021-01-30,258
87338,5195.91,Low poverty,2021-01-31,259
209198,5713.61,Medium poverty,2021-01-31,259
127403,6072.12,High poverty,2021-01-31,259
76178,6703.85,Very high poverty,2021-01-31,259
87883,5229.68,Low poverty,2021-02-01,260
210468,5749.59,Medium poverty,2021-02-01,260
128315,6116.34,High poverty,2021-02-01,260
76711,6750.59,Very high poverty,2021-02-01,260
88358,5259.52,Low poverty,2021-02-02,261
211726,5785.21,Medium poverty,2021-02-02,261
129100,6154.08,High poverty,2021-02-02,261
77211,6793.95,Very high poverty,2021-02-02,261
88775,5286.02,Low poverty,2021-02-03,262
212833,5817.09,Medium poverty,2021-02-03,262
129722,6184.42,High poverty,2021-02-03,262
77569,6825.24,Very high poverty,2021-02-03,262
89090,5305.6,Low poverty,2021-02-04,263
213763,5843.7,Medium poverty,2021-02-04,263
130245,6209.89,High poverty,2021-02-04,263
77880,6852.44,Very high poverty,2021-02-04,263
89483,5329.56,Low poverty,2021-02-05,264
214829,5873.13,Medium poverty,2021-02-05,264
130871,6239.87,High poverty,2021-02-05,264
78185,6879.8,Very high poverty,2021-02-05,264
90126,5369.1,Low poverty,2021-02-06,265
216583,5922.29,Medium poverty,2021-02-06,265
132067,6297.32,High poverty,2021-02-06,265
78853,6937.8,Very high poverty,2021-02-06,265
90651,5401.83,Low poverty,2021-02-07,266
218171,5966.46,Medium poverty,2021-02-07,266
133028,6343.09,High poverty,2021-02-07,266
79547,6998.26,Very high poverty,2021-02-07,266
91225,5437.83,Low poverty,2021-02-08,267
219812,6012.7,Medium poverty,2021-02-08,267
134125,6395.57,High poverty,2021-02-08,267
80241,7059.05,Very high poverty,2021-02-08,267
91759,5471.4,Low poverty,2021-02-09,268
221392,6057.69,Medium poverty,2021-02-09,268
135062,6441.01,High poverty,2021-02-09,268
80907,7116.92,Very high poverty,2021-02-09,268
92104,5492.6,Low poverty,2021-02-10,269
222271,6082.53,Medium poverty,2021-02-10,269
135569,6465.34,High poverty,2021-02-10,269
81262,7148.44,Very high poverty,2021-02-10,269
92641,5525.45,Low poverty,2021-02-11,270
223833,6126.44,Medium poverty,2021-02-11,270
136568,6513.64,High poverty,2021-02-11,270
81952,7208.13,Very high poverty,2021-02-11,270
93155,5557.33,Low poverty,2021-02-12,271
225182,6164.69,Medium poverty,2021-02-12,271
137439,6555.45,High poverty,2021-02-12,271
82574,7262.2,Very high poverty,2021-02-12,271
93695,5591.54,Low poverty,2021-02-13,272
226632,6205.69,Medium poverty,2021-02-13,272
138352,6600.11,High poverty,2021-02-13,272
83229,7318.94,Very high poverty,2021-02-13,272
94256,5627.76,Low poverty,2021-02-14,273
227965,6242.94,Medium poverty,2021-02-14,273
139189,6640.36,High poverty,2021-02-14,273
83768,7366.22,Very high poverty,2021-02-14,273
94717,5656.76,Low poverty,2021-02-15,274
229128,6275.7,Medium poverty,2021-02-15,274
139893,6674.07,High poverty,2021-02-15,274
84255,7408.63,Very high poverty,2021-02-15,274
95139,5683.1,Low poverty,2021-02-16,275
230345,6310.4,Medium poverty,2021-02-16,275
140636,6710.05,High poverty,2021-02-16,275
84655,7443.6,Very high poverty,2021-02-16,275
95420,5700.56,Low poverty,2021-02-17,276
231115,6332.08,Medium poverty,2021-02-17,276
141132,6733.91,High poverty,2021-02-17,276
84992,7472.82,Very high poverty,2021-02-17,276
96234,5753.19,Low poverty,2021-02-18,277
233317,6394.63,Medium poverty,2021-02-18,277
142433,6797.08,High poverty,2021-02-18,277
85876,7550.26,Very high poverty,2021-02-18,277
96797,5788.57,Low poverty,2021-02-19,278
234814,6437.03,Medium poverty,2021-02-19,278
143409,6844.36,High poverty,2021-02-19,278
86486,7604.54,Very high poverty,2021-02-19,278
97297,5819.19,Low poverty,2021-02-20,279
236256,6476.99,Medium poverty,2021-02-20,279
144280,6885.98,High poverty,2021-02-20,279
87083,7656.62,Very high poverty,2021-02-20,279
97706,5844.77,Low poverty,2021-02-21,280
237223,6504.23,Medium poverty,2021-02-21,280
144851,6913.17,High poverty,2021-02-21,280
87398,7684.6,Very high poverty,2021-02-21,280
98084,5868.73,Low poverty,2021-02-22,281
238247,6532.97,Medium poverty,2021-02-22,281
145516,6945.5,High poverty,2021-02-22,281
87769,7716.6,Very high poverty,2021-02-22,281
98535,5897.7,Low poverty,2021-02-23,282
239514,6569.13,Medium poverty,2021-02-23,282
146284,6982.72,High poverty,2021-02-23,282
88198,7754.13,Very high poverty,2021-02-23,282
99014,5928.25,Low poverty,2021-02-24,283
240551,6598.66,Medium poverty,2021-02-24,283
146927,7013.67,High poverty,2021-02-24,283
88542,7783.98,Very high poverty,2021-02-24,283
99511,5960.02,Low poverty,2021-02-25,284
241975,6639,Medium poverty,2021-02-25,284
147812,7056.98,High poverty,2021-02-25,284
89067,7829.67,Very high poverty,2021-02-25,284
99944,5987.54,Low poverty,2021-02-26,285
243240,6675.02,Medium poverty,2021-02-26,285
148619,7096,High poverty,2021-02-26,285
89599,7876.3,Very high poverty,2021-02-26,285
100463,6020.32,Low poverty,2021-02-27,286
244553,6711.94,Medium poverty,2021-02-27,286
149469,7137.11,High poverty,2021-02-27,286
90164,7925.28,Very high poverty,2021-02-27,286
101012,6056.31,Low poverty,2021-02-28,287
245841,6748.52,Medium poverty,2021-02-28,287
150286,7176.87,High poverty,2021-02-28,287
90715,7973.19,Very high poverty,2021-02-28,287
101449,6084.58,Low poverty,2021-03-01,288
246932,6780,Medium poverty,2021-03-01,288
151012,7211.62,High poverty,2021-03-01,288
91142,8010.47,Very high poverty,2021-03-01,288
101886,6112.86,Low poverty,2021-03-02,289
248113,6813.69,Medium poverty,2021-03-02,289
151828,7251.32,High poverty,2021-03-02,289
91587,8048.96,Very high poverty,2021-03-02,289
102211,6133.97,Low poverty,2021-03-03,290
249081,6841.7,Medium poverty,2021-03-03,290
152483,7283.34,High poverty,2021-03-03,290
91961,8081.03,Very high poverty,2021-03-03,290
102670,6163.63,Low poverty,2021-03-04,291
250236,6874.75,Medium poverty,2021-03-04,291
153340,7325.31,High poverty,2021-03-04,291
92468,8125.14,Very high poverty,2021-03-04,291
103279,6202.12,Low poverty,2021-03-05,292
251566,6913.02,Medium poverty,2021-03-05,292
154245,7368.95,High poverty,2021-03-05,292
93004,8171.19,Very high poverty,2021-03-05,292
103839,6239.04,Low poverty,2021-03-06,293
252767,6947.42,Medium poverty,2021-03-06,293
155080,7409.61,High poverty,2021-03-06,293
93568,8220,Very high poverty,2021-03-06,293
104363,6273.34,Low poverty,2021-03-07,294
253918,6980.32,Medium poverty,2021-03-07,294
155883,7448.49,High poverty,2021-03-07,294
94068,8263.77,Very high poverty,2021-03-07,294
104706,6294.99,Low poverty,2021-03-08,295
254755,7003.74,Medium poverty,2021-03-08,295
156349,7470.55,High poverty,2021-03-08,295
94323,8285.86,Very high poverty,2021-03-08,295
105272,6331.95,Low poverty,2021-03-09,296
256061,7041.14,Medium poverty,2021-03-09,296
157292,7516.29,High poverty,2021-03-09,296
94880,8334.49,Very high poverty,2021-03-09,296
105604,6353.9,Low poverty,2021-03-10,297
256858,7063.48,Medium poverty,2021-03-10,297
157896,7545.85,High poverty,2021-03-10,297
95192,8361.24,Very high poverty,2021-03-10,297
106022,6380.84,Low poverty,2021-03-11,298
257862,7091.94,Medium poverty,2021-03-11,298
158616,7580.52,High poverty,2021-03-11,298
95613,8397.92,Very high poverty,2021-03-11,298
106493,6410.81,Low poverty,2021-03-12,299
259021,7125.33,Medium poverty,2021-03-12,299
159438,7620.22,High poverty,2021-03-12,299
96075,8438.03,Very high poverty,2021-03-12,299
106847,6432.73,Low poverty,2021-03-13,300
259860,7149.09,Medium poverty,2021-03-13,300
160013,7648.11,High poverty,2021-03-13,300
96416,8467.53,Very high poverty,2021-03-13,300
107294,6461.31,Low poverty,2021-03-14,301
260890,7178.18,Medium poverty,2021-03-14,301
160601,7676.5,High poverty,2021-03-14,301
96695,8492.11,Very high poverty,2021-03-14,301
107921,6501.23,Low poverty,2021-03-15,302
262240,7216.41,Medium poverty,2021-03-15,302
161454,7718.21,High poverty,2021-03-15,302
97125,8529.48,Very high poverty,2021-03-15,302
108388,6531,Low poverty,2021-03-16,303
263395,7249.24,Medium poverty,2021-03-16,303
162170,7752.91,High poverty,2021-03-16,303
97513,8563.05,Very high poverty,2021-03-16,303
108722,6552.72,Low poverty,2021-03-17,304
264357,7277.11,Medium poverty,2021-03-17,304
162762,7781.55,High poverty,2021-03-17,304
